gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os02g0101300	-	2	73183	73864	-	682	protein_coding	Similar to OSIGBa0159F11.8 protein	-
Os10g0208500	-	10	7685223	7696842	+	7854	protein_coding	Hypothetical protein	-
Os03g0100040	-	3	19107	20472	+	1366	protein_coding	Similar to Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthetase 1)	-
Os07g0575366	-	7	23272326	23272649	+	324	protein_coding	Conserved hypothetical protein	-
Os03g0185200	-	3	4470567	4476128	-	2279	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os05g0393900	-	5	19166560	19168329	-	1770	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os08g0487100	b-ZIP TRANSCRIPTION FACTOR 67	8	24083101	24084735	-	1635	protein_coding	Similar to BZIP transcription factor BZI-2	bZIP_1
Os08g0483900	basic helix-loop-helix protein 047	8	23894602	23896537	-	1413	protein_coding	Helix-loop-helix DNA-binding domain containing protein	HLH
Os11g0118300	-	11	823449	825737	-	2039	protein_coding	Similar to RPT2-like protein	-
Os04g0296301	-	4	13084292	13084564	-	273	protein_coding	Conserved hypothetical protein	-
Os01g0926300	-	1	40610656	40613449	-	1598	protein_coding	Similar to Transaldolase (EC 2.2.1.2)	-
Os01g0249100	ALPHA-EXPANSIN 9	1	8202020	8202772	-	655	protein_coding	Similar to Expansin-A9	-
Os04g0558700	-	4	27994902	27995820	-	919	protein_coding	Conserved hypothetical protein	-
Os02g0721100	-	2	29919262	29920338	-	964	protein_coding	Similar to E2 ubiquitin-conjugating enzyme UbcH5B (Fragment)	UQ_con
Os12g0430900	-	12	13814444	13815312	+	360	protein_coding	Similar to T27G7.21	-
Os04g0517900	SMALL AUXIN-UP RNA 18	4	25896740	25897489	+	750	protein_coding	Auxin responsive SAUR protein family protein	Auxin_inducible
Os06g0165900	-	6	3316737	3317378	+	642	protein_coding	Conserved hypothetical protein	-
ENSRNA049472487	LSU_rRNA_eukarya	5	12958386	12958526	-	141	rRNA	Eukaryotic large subunit ribosomal RNA	-
Os06g0114300	F-box protein 289	6	825521	826951	+	1431	protein_coding	Cyclin-like F-box domain containing protein	-
Os02g0749800	-	2	31521135	31523064	+	1878	protein_coding	Mitochodrial transcription termination factor-related family protein	-
Os11g0667400	-	11	26932459	26933110	+	330	protein_coding	Similar to Ubiquitin carboxyl-terminal hydrolase	UCH
Os01g0905500	-	1	39421336	39422280	+	945	protein_coding	Conserved hypothetical protein	-
Os08g0522300	-	8	25970924	25971521	+	598	protein_coding	Conserved hypothetical protein	-
Os08g0211750	-	8	6553984	6585906	+	632	protein_coding	Conserved hypothetical protein	-
Os10g0561200	-	10	22121800	22123835	-	1856	protein_coding	Similar to CigA protein	-
Os01g0973500	RECEPTOR-LIKE CYTOPLASMIC KINASE 57	1	42981239	42984988	-	1838	protein_coding	Similar to Protein kinase APK1A, chloroplast precursor (EC 2.7.1.-)	Pkinase_Tyr
Os08g0180950	-	8	4718736	4718969	-	234	protein_coding	Hypothetical conserved gene	-
Os01g0359600	-	1	14587756	14591782	-	4027	protein_coding	Disease resistance protein domain containing protein	NB-ARC
Os08g0445500	-	8	21708986	21710196	+	923	protein_coding	Similar to B0616E02-H0507E05.11 protein	2-Hacid_dh_C
Os03g0314500	-	3	11266821	11270098	+	2494	protein_coding	WD40-like Beta Propeller domain containing protein	-
Os01g0855600	putative nematode-resistance protein	1	36942716	36944585	-	1870	protein_coding	Similar to Hs1pro-1 protein	-
Os07g0495250	-	7	18536376	18541354	+	3843	protein_coding	Hypothetical gene	-
Os05g0514800	-	5	25530831	25531070	+	240	protein_coding	Hypothetical conserved gene	-
Os06g0176300	-	6	3846106	3848325	+	1578	protein_coding	2OG-Fe(II) oxygenase domain containing protein	2OG-FeII_Oxy
Os03g0663750	-	3	26070770	26072916	+	1732	protein_coding	Hypothetical protein	-
Os02g0511600	-	2	18335015	18335786	+	673	protein_coding	Glycosyl transferase, family 31 protein	-
Os01g0785400	GH3-1	1	33308448	33310933	+	2234	protein_coding	GH3 auxin-responsive promoter family protein	-
Os02g0573500	-	2	21995524	22002502	+	1927	protein_coding	Similar to Monosaccharide transporter 1	Sugar_tr
Os07g0591700	-	7	24115634	24116647	+	798	protein_coding	Conserved hypothetical protein	-
Os04g0455700	-	4	22800689	22801366	-	678	protein_coding	Similar to H0523F07.3 protein	-
Os01g0731201	-	1	30516127	30517387	-	1261	protein_coding	Hypothetical gene	-
Os03g0342850	-	3	12764508	12765877	+	1370	protein_coding	Hypothetical protein	-
Os10g0513400	-	10	19804480	19806116	+	1637	protein_coding	Cytochrome P450 family protein	p450
Os06g0648200	-	6	26485898	26494001	-	6382	protein_coding	Conserved hypothetical protein	-
Os04g0128700	-	4	1791428	1792971	-	1544	protein_coding	Thioredoxin-like fold domain containing protein	-
Os09g0564800	-	9	22459228	22461846	-	2619	protein_coding	Conserved hypothetical protein	-
Os07g0141100	-	7	2128467	2130049	-	1452	protein_coding	Protein kinase, core domain containing protein	Pkinase
Os06g0514700	-	6	18747278	18750238	+	2247	protein_coding	Hypothetical conserved gene	-
Os12g0538700	GLUTAREDOXIN 29	12	21480112	21481099	+	988	protein_coding	Similar to AT.I.24-1 protein (Fragment)	-
Os03g0699800	Thionin 36	3	28054566	28055167	-	602	protein_coding	Conserved hypothetical protein	-
Os09g0481600	-	9	18493032	18494879	+	1848	protein_coding	Similar to tir-nbs resistance protein	NB-ARC
Os12g0493900	-	12	18618482	18621147	+	2010	protein_coding	Armadillo-like helical domain containing protein	PUF
Os11g0209000	-	11	5605253	5607081	+	364	protein_coding	Glycine rich family protein	-
Os03g0760000	-	3	31436337	31437955	+	1619	protein_coding	Cytochrome P450 family protein	p450
Os01g0930800	BETA-GLUCOSIDASE 5	1	40842288	40848191	+	1750	protein_coding	Glycoside hydrolase, family 1 protein	Glyco_hydro_1
Os07g0475700	SMALL AUXIN-UP RNA 30	7	17186673	17187640	+	968	protein_coding	Auxin responsive SAUR protein family protein	Auxin_inducible
Os12g0610250	-	12	25771051	25772690	-	1296	protein_coding	Conserved hypothetical protein	-
Os06g0693200	RECEPTOR-LIKE CYTOPLASMIC KINASE 216	6	28941271	28943703	+	1841	protein_coding	Protein kinase, core domain containing protein	Pkinase_Tyr
Os05g0428000	-	5	20986065	20986277	-	213	protein_coding	Hypothetical conserved gene	-
Os09g0432231	-	9	15862551	15863211	-	582	protein_coding	Similar to Cold-regulated protein	-
Os01g0914400	Epidermal Patterning Factor like-9	1	39845391	39846627	+	699	protein_coding	Similar to EPIDERMAL PATTERNING FACTOR-like protein 9	-
Os11g0594900	F-box protein 623	11	22653738	22654189	-	452	protein_coding	Similar to F-box domain containing protein	-
Os11g0202500	-	11	5178433	5178938	+	506	protein_coding	UDP-glucuronosyl/UDP-glucosyltransferase domain containing protein	-
Os03g0789000	CALCIUM-DEPENDENT PROTEIN KINASE 11	3	32791645	32798572	-	1770	protein_coding	Similar to Calcium-dependent protein kinase	Pkinase
Os04g0525200	-	4	26263793	26267430	-	3638	protein_coding	UDP-glucuronosyl/UDP-glucosyltransferase family protein	-
Os08g0429800	cytochrome 450 735A3	8	20761382	20764018	-	2004	protein_coding	Hypothetical conserved gene	p450
Os08g0142900	-	8	2365478	2366050	-	573	protein_coding	Pectinesterase inhibitor domain containing protein	-
Os06g0360300	-	6	14880277	14892856	-	1139	protein_coding	NAD(P)-binding domain containing protein	-
Os06g0564700	-	6	21730402	21733637	-	1517	protein_coding	Similar to Cysteine synthase (EC 4.2.99.8)	PALP
Os02g0198700	Subtilisin 12, SUBTILISIN 12	2	5530016	5536941	-	2710	protein_coding	Similar to Subtilisin-like protease	Peptidase_S8
Os05g0220500	-	5	7415240	7416708	+	1469	protein_coding	Conserved hypothetical protein	-
Os09g0573000	-	9	22917111	22919021	+	1857	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os06g0642500	-	6	26155464	26159072	+	2225	protein_coding	Cytochrome P450 domain containing protein	p450
