gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os08g0234100	-	8	8156590	8158428	-	1759	protein_coding	Conserved hypothetical protein	-
Os02g0657850	-	2	26582266	26582533	-	268	protein_coding	Conserved hypothetical protein	-
Os02g0181900	CLASS I CLP ATPASE B-M	2	4567630	4573049	-	3300	protein_coding	Similar to ClpB	AAA
Os05g0153400	-	5	3083807	3085504	+	1698	protein_coding	Pentatricopeptide repeat domain containing protein	PPR
Os02g0753500	OsSTA78	2	31686188	31689398	-	1244	protein_coding	Tetratricopeptide-like helical domain containing protein	-
Os01g0373700	-	1	15400221	15400863	-	643	protein_coding	Conserved hypothetical protein	-
Os02g0467600	cinnamate 4-hydroxylase 1	2	15734828	15736855	+	1909	protein_coding	Similar to Cinnamate 4-hydroxylase CYP73	p450
Os01g0571300	HEAT STRESS TRANSCRIPTION FACTOR A7	1	21938865	21941797	+	1527	protein_coding	Similar to Heat shock transcription factor 31 (Fragment)	HSF_DNA-bind
Os07g0564750	-	7	22645162	22645899	-	605	protein_coding	Conserved hypothetical protein	-
Os03g0376000	-	3	14843823	14847345	-	1061	protein_coding	emp24/gp25L/p24 family protein	-
Os12g0526600	F-box protein 661	12	20749132	20752135	-	1895	protein_coding	Leucine-rich repeat, cysteine-containing subtype domain containing protein	-
Os05g0591550	-	5	29466185	29466905	+	669	protein_coding	Conserved hypothetical protein	-
Os08g0444440	-	8	21644628	21646515	+	628	protein_coding	Hypothetical conserved gene	-
Os02g0723400	IAA8	2	30064358	30066172	+	1387	protein_coding	Similar to Isoform 2 of Auxin-responsive protein IAA8	-
Os02g0211800	RECEPTOR-LIKE CYTOPLASMIC KINASE 65	2	6247083	6250359	-	3159	protein_coding	Hypothetical conserved gene	Pkinase
Os03g0406900	-	3	16692517	16696367	+	1771	protein_coding	Similar to predicted protein	-
Os02g0758200	-	2	31932285	31933316	-	1032	protein_coding	Conserved hypothetical protein	-
Os02g0571100	ENT-COPALYL DIPHOSPHATE SYNTHASE 2	2	21844651	21847532	+	1173	protein_coding	Ent-copalyl diphosphate synthase, Defense against both fungal pathogen and bacterial pathogen, Biosynthesis of phytoalexi	-
Os08g0133200	-	8	1855105	1856895	-	1032	protein_coding	Similar to copine-3	-
