gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os02g0149600	-	2	2728878	2734454	+	2489	protein_coding	Zinc finger, C2H2-like domain containing protein	-
Os05g0155800	-	5	3269118	3270614	+	1497	protein_coding	Similar to OSIGBa0157A06.5 protein	-
Os11g0593900	-	11	22618819	22624351	-	2212	protein_coding	Hypothetical conserved gene	-
Os06g0602400	RNA helicase 52A	6	23806008	23811036	+	1825	protein_coding	Similar to DEAD-box protein 3, X-chromosomal (DEAD-box RNA helicase DEAD3) (mDEAD3) (Embryonic RNA helicase) (D1PAS1 related sequence 2)	DEAD
Os09g0483300	-	9	18667422	18668125	+	704	protein_coding	EF hand domain containing protein	-
Os11g0535525	Prol-23, pro10.4	11	19509313	19509897	+	585	protein_coding	Similar to 10 kDa prolamin	-
Os01g0207900	USUALLY MULTIPLE ACIDS MOVE IN AND OUT TRANSPORTER 3	1	5856444	5857920	+	1154	protein_coding	Similar to nodulin-like protein	DUF6
Os10g0550500	-	10	21594279	21599492	-	1807	protein_coding	Similar to Pectinacetylesterase	-
Os03g0399000	PECTIN METHYLESTERASE 12	3	16151375	16153554	+	2091	protein_coding	Pectin lyase fold domain containing protein	-
Os03g0729000	EGY3	3	29784695	29787012	-	1981	protein_coding	Similar to Peptidase, M50 family	-
Os09g0511200	-	9	19868099	19868847	+	749	protein_coding	Conserved hypothetical protein	-
Os09g0278000	-	9	5789801	5790358	+	558	protein_coding	Hypothetical conserved gene	-
Os02g0268100	GLUTELIN B5	2	9580486	9582483	+	1665	protein_coding	Similar to Glutelin (Fragment)	-
Os01g0216500	GDSL ESTERASE/LIPASE PROTEIN 10	1	6365063	6367057	+	1137	protein_coding	Lipase, GDSL domain containing protein	-
Os06g0270982	-	6	9100687	9102101	-	1415	protein_coding	Hypothetical protein	UDPGT
Os03g0247750	-	3	7802434	7802697	+	264	protein_coding	Hypothetical conserved gene	-
ENSRNA049471650	snoR41	1	41010743	41010838	-	96	snoRNA	Small nucleolar RNA R41	-
Os03g0699800	Thionin 36	3	28054566	28055167	-	602	protein_coding	Conserved hypothetical protein	-
Os02g0753900	-	2	31706165	31707298	+	864	protein_coding	Hypothetical conserved gene	-
