gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os03g0830500	FW2.2-like 7	3	34883520	34884578	-	825	protein_coding	Similar to PGPS/D12	-
Os08g0201100	-	8	5864931	5865851	-	921	protein_coding	Conserved hypothetical protein	-
Os05g0479800	-	5	23586827	23590386	+	3209	protein_coding	Similar to NB-ARC domain containing protein, expressed	NB-ARC
Os12g0109700	-	12	524065	526185	-	1543	protein_coding	Protein of unknown function DUF2985 domain containing protein	-
Os01g0960600	-	1	42358083	42360654	-	1462	protein_coding	Hypothetical conserved gene	-
Os06g0221300	-	6	6253707	6254494	-	788	protein_coding	Similar to Dehydration stress-induced protein	-
Os02g0176300	-	2	4182680	4184658	+	1979	protein_coding	Hypothetical protein	-
Os03g0428200	terpene synthase 14	3	17902702	17912534	-	1938	protein_coding	Similar to Terpene synthase, N-terminal domain containing protein, expressed	-
Os12g0123800	NAC DOMAIN-CONTAINING PROTEIN 300	12	1146995	1148742	+	1632	protein_coding	No apical meristem (NAM) protein domain containing protein	NAM
Os06g0184733	-	6	4257905	4264332	-	3045	protein_coding	Hypothetical gene	ABC_membrane
Os04g0403600	-	4	20020086	20020399	-	314	protein_coding	Conserved hypothetical protein	-
Os03g0321100	-	3	11603244	11603867	+	624	protein_coding	Hypothetical protein	-
Os08g0484200	-	8	23921006	23922529	+	1524	protein_coding	Zinc finger, RING/FYVE/PHD-type domain containing protein	-
Os03g0702000	-	3	28193801	28195637	-	1751	protein_coding	UDP-glucuronosyl/UDP-glucosyltransferase family protein	UDPGT
Os04g0390800	-	4	19236654	19239026	+	1231	protein_coding	NAD(P)-binding domain containing protein	adh_short
Os11g0579900	-	11	21892875	21897222	-	2844	protein_coding	Armadillo-like helical domain containing protein	PUF
Os01g0905200	EXOCYST SUBUNIT EXO70 FAMILY PROTEIN FX15	1	39408313	39410361	+	2049	protein_coding	Exo70 exocyst complex subunit family protein	Exo70
Os06g0324400	LATE EMBRYOGENESIS ABUNDANT PROTEIN 3	6	12665605	12666203	-	522	protein_coding	Late embryogenesis abundant (LEA) group 1 family protein	-
Os05g0414700	-	5	20283411	20286888	-	2433	protein_coding	Similar to BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1	Pkinase_Tyr
Os05g0145100	-	5	2605446	2606264	-	819	protein_coding	Conserved hypothetical protein	-
Os02g0217900	HSP19.0	2	6587377	6588245	-	869	protein_coding	Similar to Cytosolic class II small heat shock protein 4 (Fragment)	-
Os11g0249700	-	11	8091204	8092134	+	848	protein_coding	Hypothetical protein	-
Os01g0743100	-	1	31047493	31049443	+	1315	protein_coding	IQ motif, EF-hand binding site domain containing protein	-
Os01g0819233	-	1	34904329	34908517	+	4189	protein_coding	Hypothetical gene	-
Os06g0708400	CYCLOPHILIN 19-4	6	29971111	29972973	+	627	protein_coding	Cyclophilin, Cold toleranc	Pro_isomerase
Os11g0229300	-	11	6872016	6877424	+	1983	protein_coding	Similar to NBS-LRR-like protein	-
Os07g0495250	-	7	18536376	18541354	+	3843	protein_coding	Hypothetical gene	-
Os03g0241800	-	3	7497368	7499362	-	1995	protein_coding	Similar to predicted protein	PPR
Os03g0663750	-	3	26070770	26072916	+	1732	protein_coding	Hypothetical protein	-
Os02g0155900	-	2	3065811	3072625	-	1845	protein_coding	Leucine-rich repeat domain containing protein	-
Os05g0434800	-	5	21300430	21301218	+	608	protein_coding	Protein of unknown function DUF1218 domain containing protein	-
Os05g0374200	CYTOKININ  OXIDASE/DEHYDROGENASE 9	5	18032481	18035180	+	1836	protein_coding	Similar to Cytokinin dehydrogenase 2	FAD_binding_4
Os07g0569800	-	7	22935622	22937578	+	1957	protein_coding	Similar to protein kinase	Pkinase
