gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os10g0208500	-	10	7685223	7696842	+	7854	protein_coding	Hypothetical protein	-
Os04g0431700	-	4	21396879	21401829	+	3726	protein_coding	Exocyst-localized protein, Resistance to planthoppers, (Nipponbare: BPH-susceptible	-
Os03g0323100	-	3	11710916	11711904	-	989	protein_coding	Conserved hypothetical protein	-
Os07g0575366	-	7	23272326	23272649	+	324	protein_coding	Conserved hypothetical protein	-
Os02g0211800	RECEPTOR-LIKE CYTOPLASMIC KINASE 65	2	6247083	6250359	-	3159	protein_coding	Hypothetical conserved gene	Pkinase
Os06g0234633	-	6	7013989	7018602	+	774	protein_coding	Similar to Inositol phosphate kinase	-
ENSRNA049475720	U54	11	23401391	23401471	+	81	snoRNA	Small nucleolar RNA U54	-
Os02g0566400	-	2	21525890	21528856	+	1702	protein_coding	Similar to OSIGBa0152K17.7 protein	-
Os01g0883800	SEMIDWARF 1	1	38382385	38385469	+	1512	protein_coding	Similar to GA C20oxidase2	2OG-FeII_Oxy
Os04g0686800	-	4	35111460	35112512	+	1053	protein_coding	Similar to H0701F11.2 protein	DUF125
Os06g0165900	-	6	3316737	3317378	+	642	protein_coding	Conserved hypothetical protein	-
Os01g0284900	-	1	10200477	10203472	-	1518	protein_coding	Conserved hypothetical protein	-
Os03g0817500	trichome birefringence-like 3	3	34289859	34292782	-	1618	protein_coding	Protein of unknown function DUF231, plant domain containing protein	-
Os03g0234900	class III peroxidase 39	3	7124925	7127129	-	1202	protein_coding	Similar to Peroxidase (EC 1.11.1.7)	-
Os02g0174800	-	2	4095841	4097972	+	1236	protein_coding	Protein of unknown function DUF581 family protein	-
Os10g0492400	-	10	18697375	18700436	+	2555	protein_coding	Similar to Protein kinase domain containing protein, expressed	Pkinase
Os04g0140400	-	4	2752711	2752971	-	261	protein_coding	Conserved hypothetical protein	-
Os02g0595200	-	2	23097995	23098588	+	594	protein_coding	Conserved hypothetical protein	-
Os02g0643800	SMALL AUXIN-UP RNA 11	2	25878905	25879875	+	971	protein_coding	Auxin responsive SAUR protein family protein	Auxin_inducible
Os06g0335900	XYLOGLUCAN ENDOTRANSGLUCOSYDASE/HYDROLASE 15	6	13389882	13390271	+	390	protein_coding	Concanavalin A-like lectin/glucanase domain containing protein	-
Os08g0463100	-	8	22721156	22721757	+	602	protein_coding	Conserved hypothetical protein	-
Os05g0197200	GERMIN-LIKE PROTEIN 5-1	5	5986015	5986963	+	837	protein_coding	Hypothetical conserved gene	-
Os04g0653700	-	4	33347881	33348507	-	627	protein_coding	Conserved hypothetical protein	-
Os08g0244500	-	8	8837400	8839354	+	1692	protein_coding	Similar to hydrolase, hydrolyzing O-glycosyl compounds	Glyco_hydro_17
Os02g0754400	-	2	31724532	31725002	-	471	protein_coding	Hypothetical conserved gene	-
Os12g0273300	-	12	10016692	10021620	-	3103	protein_coding	Similar to NB-ARC domain containing protein	NB-ARC
Os08g0447900	-	8	21869307	21873106	+	1737	protein_coding	Similar to Adenylyl cyclase associated protein	-
Os08g0445500	-	8	21708986	21710196	+	923	protein_coding	Similar to B0616E02-H0507E05.11 protein	2-Hacid_dh_C
