gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os02g0657850	-	2	26582266	26582533	-	268	protein_coding	Conserved hypothetical protein	-
Os02g0149600	-	2	2728878	2734454	+	2489	protein_coding	Zinc finger, C2H2-like domain containing protein	-
Os01g0770800	COPPER TRANSPORTER 2	1	32526290	32526923	+	634	protein_coding	Ctr copper transporter family protein	-
Os03g0580200	-	3	21275422	21276198	-	777	protein_coding	Lipase, GDSL domain containing protein	-
Os06g0221300	-	6	6253707	6254494	-	788	protein_coding	Similar to Dehydration stress-induced protein	-
Os03g0428200	terpene synthase 14	3	17902702	17912534	-	1938	protein_coding	Similar to Terpene synthase, N-terminal domain containing protein, expressed	-
Os01g0871800	-	1	37804021	37807126	+	3002	protein_coding	TGF-beta receptor, type I/II extracellular region family protein	-
Os02g0159850	-	2	3233676	3233934	-	259	protein_coding	Similar to predicted protein	-
Os09g0452800	-	9	16977482	16978928	+	1447	protein_coding	Peptidase A1 domain containing protein	-
Os01g0585400	-	1	22755984	22757293	+	660	protein_coding	Similar to DDB1A (DAMAGED DNA BINDING PROTEIN 1A); DNA binding / protein binding	-
Os06g0602400	RNA helicase 52A	6	23806008	23811036	+	1825	protein_coding	Similar to DEAD-box protein 3, X-chromosomal (DEAD-box RNA helicase DEAD3) (mDEAD3) (Embryonic RNA helicase) (D1PAS1 related sequence 2)	DEAD
Os03g0729000	EGY3	3	29784695	29787012	-	1981	protein_coding	Similar to Peptidase, M50 family	-
Os10g0181200	-	10	5577475	5586604	-	5414	protein_coding	Similar to binding protein	PPR
Os04g0457400	-	4	22853864	22854421	-	558	protein_coding	Conserved hypothetical protein	-
Os11g0138400	-	11	1781776	1786597	-	894	protein_coding	Similar to Phosphoglycerate mutase family protein, expressed	-
Os12g0221700	-	12	6585435	6586455	+	1021	protein_coding	Hypothetical conserved gene	-
Os02g0282600	-	2	10540690	10543155	-	2466	protein_coding	Conserved hypothetical protein	-
Os12g0630200	-	12	26960487	26961383	+	897	protein_coding	Thaumatin, pathogenesis-related family protein	Thaumatin
Os05g0533400	-	5	26472208	26473772	-	1565	protein_coding	NB-ARC domain containing protein	NB-ARC
Os01g0138100	-	1	2046146	2053048	-	981	protein_coding	Conserved hypothetical protein	-
Os12g0152000	RICE TERMINAL FLOWER 1/CENTRORADIALIS HOMOLOG 3	12	2565213	2566562	-	907	protein_coding	Similar to Terminal flower 1-like protein	-
Os01g0179901	-	1	4175051	4177246	-	896	protein_coding	Conserved hypothetical protein	-
Os11g0444900	-	11	14713272	14714398	+	1035	protein_coding	Octicosapeptide/Phox/Bem1p domain containing protein	-
Os02g0611000	-	2	24025156	24032288	-	2880	protein_coding	Hypothetical gene	-
Os11g0654800	-	11	26195130	26198011	-	2795	protein_coding	Conserved hypothetical protein	-
Os07g0554500	F-box protein 389	7	22082602	22083848	+	1247	protein_coding	Similar to OSIGBa0107A02.1 protein	-
Os04g0561000	-	4	28091457	28092027	+	571	protein_coding	Hypothetical protein	-
Os09g0423200	-	9	15320490	15323851	+	3282	protein_coding	Protein kinase, catalytic domain domain containing protein	Pkinase
Os10g0176550	-	10	5287364	5287771	+	408	protein_coding	Hypothetical genes	-
Os03g0135550	-	3	1970292	1971508	+	1217	protein_coding	Hypothetical gene	-
Os11g0209502	-	11	5630932	5634827	-	1113	protein_coding	F-box domain, cyclin-like domain containing protein	-
Os09g0279800	-	9	5883560	5884196	-	637	protein_coding	Conserved hypothetical protein	-
Os12g0516000	-	12	20045549	20046254	+	464	protein_coding	Conserved hypothetical protein	-
Os10g0540200	-	10	21059208	21064578	+	2298	protein_coding	Similar to Selenium-binding protein-like	PPR
Os01g0620301	-	1	24712185	24713658	+	1474	protein_coding	Hypothetical protein	UDPGT
Os03g0800400	-	3	33385135	33387239	-	1878	protein_coding	Protein of unknown function DUF1618 domain containing protein	-
CAA34012	-	Pt	8349	8651	+	303	protein_coding	-	-
Os02g0115801	-	2	825369	825999	+	282	protein_coding	Hypothetical gene	-
Os10g0400250	-	10	13501851	13503806	-	1956	protein_coding	Tetratricopeptide-like helical domain containing protein	PPR
Os07g0657600	-	7	27686536	27688834	-	1608	protein_coding	Hypothetical conserved gene	HhH-GPD
Os06g0495100	-	6	17246971	17247773	+	432	protein_coding	Similar to cDNA, clone: J100088H20, full insert sequence	MatE
Os03g0201000	-	3	5294523	5297017	+	1311	protein_coding	Conserved hypothetical protein	-
Os03g0389100	Metacaspase 8	3	15567899	15572135	-	1347	protein_coding	Peptidase C14, caspase catalytic domain containing protein	Peptidase_C14
Os03g0857301	-	3	36177802	36178475	+	228	protein_coding	Hypothetical protein	-
Os07g0120900	-	7	1105853	1112293	+	2411	protein_coding	Protein of unknown function DUF1719, Oryza sativa family protein	-
Os10g0456000	-	10	16663612	16664794	-	1183	protein_coding	Hypothetical protein	-
Os03g0823301	-	3	34560598	34560851	-	254	protein_coding	Hypothetical conserved gene	-
Os12g0142600	-	12	2087518	2090631	-	3114	protein_coding	DTW domain containing protein	DTW
Os12g0255850	-	12	8784618	8788698	-	806	protein_coding	Conserved hypothetical protein	-
Os03g0348500	-	3	13083595	13086627	+	510	protein_coding	Similar to cDNA clone:J033091L01, full insert sequence	-
Os02g0282500	-	2	10535635	10539146	+	2974	protein_coding	Disease resistance protein domain containing protein	NB-ARC
Os01g0369200	-	1	15146089	15152275	+	2632	protein_coding	Component of cullin-RING E3 ubiquitin ligase (CRL) complex, Salt/drought stress response, Cold stress respons	Cullin
Os08g0105700	-	8	296973	298367	-	1395	protein_coding	Similar to Bx2-like protein	p450
Os04g0307500	WALL-ASSOCIATED KINASE GENE 32	4	13863222	13868260	+	3221	protein_coding	Similar to OSIGBa0113B06.2 protein	Pkinase
Os03g0288000	METALLOTHIONEIN I-1B	3	9957175	9958291	+	751	protein_coding	Similar to Metallothionein	-
ENSRNA049470701	U11	2	30224478	30224602	-	125	snRNA	U11 spliceosomal RNA	-
Os11g0661800	-	11	26577121	26582071	-	1768	protein_coding	Concanavalin A-like lectin/glucanase domain containing protein	-
Os10g0423501	-	10	15008566	15009237	-	663	protein_coding	Conserved hypothetical protein	-
ENSRNA049467705	snoZ223	7	2029819	2029912	-	94	snoRNA	Small nucleolar RNA Z223	-
Os03g0200400	-	3	5271246	5272329	+	820	protein_coding	Conserved hypothetical protein	-
Os02g0599500	-	2	23417599	23420491	-	447	protein_coding	Similar to Iron-stress related protein	-
Os01g0547500	-	1	20380889	20384893	-	3922	protein_coding	Similar to Glycosyl hydrolase family 9 protein, expressed	-
Os08g0203300	-	8	5998167	6005500	+	3549	protein_coding	Similar to SHR5-receptor-like kinase (Fragment)	Pkinase
Os11g0644700	-	11	25594109	25594874	+	766	protein_coding	Plant disease resistance response protein family protein	-
Os04g0675400	DnaJ domain protein C45, rice DJC77 homolog	4	34489930	34492036	+	1756	protein_coding	Similar to Chaperone protein dnaJ	DnaJ
Os04g0171800	-	4	4874385	4878321	+	3311	protein_coding	Similar to Cytochrome P450 79A1 (EC 1.14.13.41) (Tyrosine N-monooxygenase) (Cytochrome P450Tyr)	p450
Os03g0361500	-	3	14043259	14047463	-	1670	protein_coding	Similar to Terpene synthase family, metal binding domain containing protein, expressed	-
Os04g0552200	BETA-EXPANSIN 5	4	27655668	27657079	+	1137	protein_coding	Beta-expansin 5	-
Os06g0591200	-	6	23227138	23228388	+	837	protein_coding	Conserved hypothetical protein	-
Os03g0663100	-	3	26018813	26022901	+	2185	protein_coding	PDZ/DHR/GLGF domain containing protein	-
Os08g0400000	-	8	19071029	19076378	+	4016	protein_coding	Similar to Puromycin-sensitive aminopeptidase (EC 3.4.11.-) (PSA)	-
Os01g0349800	-	1	13941318	13944605	+	1721	protein_coding	Similar to Cytochrome P450	p450
Os06g0697200	RNA helicase 35B	6	29163800	29166676	+	1985	protein_coding	DEAD-box protein abstrakt	DEAD
Os03g0411900	-	3	17020991	17022755	-	1765	protein_coding	Conserved hypothetical protein	-
Os09g0569780	-	9	22732785	22733591	-	807	protein_coding	Conserved hypothetical protein	-
Os01g0265400	-	1	9040786	9053950	-	8494	protein_coding	Conserved hypothetical protein	-
Os04g0608600	-	4	30806290	30808461	-	2172	protein_coding	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant domain containing protein	-
Os12g0455000	Thionin 34	12	15788561	15789140	+	580	protein_coding	Proteinase inhibitor I1, Kazal domain containing protein	-
Os07g0521800	-	7	20173960	20177774	+	3815	protein_coding	NB-ARC domain containing protein	NB-ARC
Os06g0678651	-	6	28212122	28214117	-	1103	protein_coding	Similar to WD-40 repeat family protein / beige-related	Beach
ENSRNA049474027	MIR2907	3	20704346	20704410	-	65	pre_miRNA	microRNA MIR2907	-
Os07g0628900	-	7	26059428	26062993	-	2342	protein_coding	Similar to KI domain interacting kinase 1	Pkinase
Os01g0795000	subtilase, subtilisin-like serine protease 1, Subtilisin 5, SUBTILISIN 5, Subtilisin 6, SUBTILISIN 6	1	33668016	33672415	+	2390	protein_coding	Subtilase	Peptidase_S8
Os11g0556132	-	11	20660249	20668186	+	1905	protein_coding	Hypothetical protein	Pkinase_Tyr
Os08g0197300	F-box protein 423	8	5628896	5632250	+	2174	protein_coding	F-box domain, cyclin-like domain containing protein	-
Os12g0464400	endosperm-specific gene 150, Dehydrogenase/reductase	12	16398248	16400772	+	1402	protein_coding	Similar to Oxidoreductase, short chain dehydrogenase/reductase family protein, expressed	adh_short
Os05g0531400	-	5	26377197	26378671	+	959	protein_coding	Pollen Ole e 1 allergen and extensin domain containing protein	-
Os04g0163700	-	4	4349090	4352230	+	2689	protein_coding	Conserved hypothetical protein	-
Os06g0611300	-	6	24373215	24373855	-	641	protein_coding	Conserved hypothetical protein	-
Os01g0385400	-	1	16151562	16154044	-	2301	protein_coding	C4-dicarboxylate transporter/malic acid transport protein family protein	C4dic_mal_tran
ENSRNA049470161	U5	6	27813142	27813254	+	113	snRNA	U5 spliceosomal RNA	-
Os10g0488400	-	10	18505564	18506412	+	849	protein_coding	Protein of unknown function DUF761, plant domain containing protein	-
Os01g0723100	-	1	30155680	30157642	+	1472	protein_coding	Senescence-associated family protein	-
Os01g0243000	-	1	7880003	7882578	-	1414	protein_coding	Similar to triacylglycerol lipase	-
Os04g0416400	-	4	20559959	20564905	+	3084	protein_coding	Similar to OSIGBa0092M08.6 protein	-
Os01g0259900	SAD1LIKE	1	8718704	8720961	+	792	protein_coding	Conserved hypothetical protein	-
Os02g0514712	-	2	18546596	18547433	-	633	protein_coding	Similar to H0818E04.19 protein	-
Os11g0671950	RECEPTOR-LIKE CYTOPLASMIC KINASE 351	11	27149392	27150408	+	627	protein_coding	Similar to Protein kinase domain containing protein, expressed	-
Os09g0491820	-	9	19011720	19014197	-	1451	protein_coding	NAD(P)-binding domain containing protein	Epimerase
Os08g0334900	-	8	14976007	14977932	+	1926	protein_coding	Xyloglucan fucosyltransferase family protein	-
CAA33982	ycf70	Pt	14077	14346	-	270	protein_coding	-	-
Os05g0299600	-	5	13411037	13413325	-	2171	protein_coding	Conserved hypothetical protein	-
Os01g0537250	-	1	19549155	19550345	-	1191	protein_coding	Protein of unknown function DUF3778 domain containing protein	-
Os11g0597400	-	11	22763793	22767680	+	3888	protein_coding	Similar to Leucine Rich Repeat family protein, expressed	-
