gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os03g0788100	-	3	32736206	32737397	+	1192	protein_coding	Similar to RING-H2 finger protein ATL1P (RING-H2 finger protein ATL3)	-
Os02g0114800	-	2	789597	790139	-	543	protein_coding	Conserved hypothetical protein	-
Os03g0830500	FW2.2-like 7	3	34883520	34884578	-	825	protein_coding	Similar to PGPS/D12	-
Os08g0189850	GERMIN-LIKE PROTEIN 8-9	8	5254364	5255230	+	675	protein_coding	Germin-like protein 8-9, Disease resistanc	-
Os01g0926300	-	1	40610656	40613449	-	1598	protein_coding	Similar to Transaldolase (EC 2.2.1.2)	-
Os05g0148900	PHI GLUTATHIONE S-TRANSFERASE 17	5	2796435	2797546	+	700	protein_coding	Similar to Glutathione-S-transferase 19E50	GST_N
Os06g0633375	-	6	25676661	25677539	-	879	protein_coding	Hypothetical protein	bZIP_1
Os02g0103600	-	2	175818	179370	-	1471	protein_coding	Protein of unknown function DUF6, transmembrane domain containing protein	DUF6
Os03g0321100	-	3	11603244	11603867	+	624	protein_coding	Hypothetical protein	-
Os09g0558250	-	9	22189081	22191645	-	1281	protein_coding	Hypothetical protein	-
Os08g0376550	-	8	17665976	17666521	+	546	protein_coding	Similar to Patatin-like protein 1	-
Os01g0891100	-	1	38750313	38750768	+	456	protein_coding	Similar to Polygalacturonase	-
Os03g0435900	-	3	18390335	18392238	-	671	protein_coding	Peptidase S8 and S53, subtilisin, kexin, sedolisin domain containing protein	-
Os11g0535525	Prol-23, pro10.4	11	19509313	19509897	+	585	protein_coding	Similar to 10 kDa prolamin	-
Os01g0156300	OsPUB44-interacting protein 1, PUB44-interacting protein 1	1	3013915	3014751	-	837	protein_coding	Similar to Cappuccino protein	-
Os04g0593200	-	4	29995755	29997261	-	1323	protein_coding	Myb transcription factor domain containing protein	Myb_DNA-binding
Os05g0542001	-	5	26907339	26907602	-	264	protein_coding	Conserved hypothetical protein	-
Os01g0216500	GDSL ESTERASE/LIPASE PROTEIN 10	1	6365063	6367057	+	1137	protein_coding	Lipase, GDSL domain containing protein	-
Os07g0549100	-	7	21798283	21798902	-	620	protein_coding	Conserved hypothetical protein	-
Os01g0892300	-	1	38795480	38797375	+	1763	protein_coding	Leucine-rich repeat, plant specific containing protein	-
Os03g0247750	-	3	7802434	7802697	+	264	protein_coding	Hypothetical conserved gene	-
Os06g0694200	GDSL ESTERASE/LIPASE PROTEIN 88	6	28981367	28983436	-	1384	protein_coding	Esterase, SGNH hydrolase-type domain containing protein	Lipase_GDSL
Os03g0428700	ALPHA-EXPANSIN 31	3	17934776	17935787	+	1012	protein_coding	Similar to Expansin-A31	-
Os12g0267500	-	12	9546903	9548489	+	1587	protein_coding	Conserved hypothetical protein	-
Os01g0972200	ZINC TRANSPORTER 1	1	42905570	42907462	-	1327	protein_coding	Similar to Zinc transporter 2 precursor (ZRT/IRT-like protein 2)	-
Os05g0181650	-	5	4916956	4917691	-	736	protein_coding	Hypothetical gene	-
Os05g0220500	-	5	7415240	7416708	+	1469	protein_coding	Conserved hypothetical protein	-
Os01g0319200	-	1	12129716	12131035	-	1320	protein_coding	Hypothetical conserved gene	-
Os08g0373000	-	8	17451964	17455703	+	2764	protein_coding	Hypothetical conserved gene	NB-ARC
Os04g0175450	-	4	5152085	5153404	+	1320	protein_coding	Hypothetical protein	-
Os01g0702500	LATE EMBRYOGENESIS ABUNDANT PROTEIN 24	1	29123535	29124590	+	760	protein_coding	Similar to Dehydrin Rab25	-
Os06g0238200	plant U-box-containing protein 19, U-box protein 19	6	7186601	7188076	+	1476	protein_coding	Similar to ubiquitin-protein ligase	U-box
Os03g0745100	-	3	30609895	30611495	-	893	protein_coding	Similar to cytokinin-O-glucosyltransferase 1	-
Os04g0465900	-	4	23294062	23295712	-	816	protein_coding	Similar to OSIGBa0115M15.2 protein	Pkinase_Tyr
