gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os01g0730500	DnaJ domain protein C13, rice DJC76 homolog	1	30472593	30475205	+	1424	protein_coding	Similar to Ferredoxin (Bacterial type ferredoxin family)	DnaJ
Os03g0257600	-	3	8329118	8331769	-	2099	protein_coding	Hypothetical conserved gene	-
Os03g0270800	-	3	9051853	9052532	-	680	protein_coding	Conserved hypothetical protein	-
Os08g0444440	-	8	21644628	21646515	+	628	protein_coding	Hypothetical conserved gene	-
Os01g0364000	-	1	14823230	14825669	-	2440	protein_coding	Hypothetical gene	-
BAC19892	rps1	Mt	321368	321886	-	519	protein_coding	-	-
Os03g0810100	ADENOSINE PHOSPHATE ISOPENTENYLTRANSFERASE 4	3	33905826	33907496	+	1671	protein_coding	Similar to TRNA isopentenyl transferase-like protein (Adenylate isopentenyltransferase) (EC 2.5.1.27)	IPPT
Os08g0201100	-	8	5864931	5865851	-	921	protein_coding	Conserved hypothetical protein	-
Os05g0479800	-	5	23586827	23590386	+	3209	protein_coding	Similar to NB-ARC domain containing protein, expressed	NB-ARC
Os01g0960600	-	1	42358083	42360654	-	1462	protein_coding	Hypothetical conserved gene	-
Os02g0571100	ENT-COPALYL DIPHOSPHATE SYNTHASE 2	2	21844651	21847532	+	1173	protein_coding	Ent-copalyl diphosphate synthase, Defense against both fungal pathogen and bacterial pathogen, Biosynthesis of phytoalexi	-
Os06g0610000	-	6	24296662	24297321	+	660	protein_coding	Conserved hypothetical protein	-
Os02g0176300	-	2	4182680	4184658	+	1979	protein_coding	Hypothetical protein	-
Os04g0295400	-	4	12989808	12996145	+	6245	protein_coding	Hypothetical conserved gene	-
Os05g0451900	OsSTA151	5	22184180	22188759	+	2171	protein_coding	Similar to Axi 1 (Auxin-independent growth promoter)-like protein	-
Os11g0416900	ABC TRANSPORTER G FAMILY MEMBER 28	11	12811965	12818201	-	3584	protein_coding	ABC transporter-like domain containing protein	ABC_tran
Os06g0184733	-	6	4257905	4264332	-	3045	protein_coding	Hypothetical gene	ABC_membrane
Os04g0403600	-	4	20020086	20020399	-	314	protein_coding	Conserved hypothetical protein	-
Os04g0604800	XYLOGLUCAN ENDOTRANSGLUCOSYDASE/HYDROLASE 7	4	30518927	30520167	+	938	protein_coding	Similar to OSIGBa0118P15.11 protein	-
Os02g0264700	-	2	9409107	9413552	+	4221	protein_coding	Similar to flagelliform silk protein-like protein [Oryza sativa (japonica cultivar-group)]	-
Os09g0522100	ETHYLENE RESPONSE FACTOR 133	9	20399458	20400198	-	741	protein_coding	Similar to Dehydration-responsive element-binding protein 1H	AP2
Os04g0390800	-	4	19236654	19239026	+	1231	protein_coding	NAD(P)-binding domain containing protein	adh_short
Os11g0579900	-	11	21892875	21897222	-	2844	protein_coding	Armadillo-like helical domain containing protein	PUF
Os01g0905200	EXOCYST SUBUNIT EXO70 FAMILY PROTEIN FX15	1	39408313	39410361	+	2049	protein_coding	Exo70 exocyst complex subunit family protein	Exo70
