gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os10g0208500	-	10	7685223	7696842	+	7854	protein_coding	Hypothetical protein	-
Os04g0431700	-	4	21396879	21401829	+	3726	protein_coding	Exocyst-localized protein, Resistance to planthoppers, (Nipponbare: BPH-susceptible	-
Os04g0176200	-	4	5189974	5194492	-	708	protein_coding	Similar to N-methyltransferase	-
Os09g0544000	-	9	21463619	21465476	+	1858	protein_coding	Transferase family protein	-
Os05g0409500	USUALLY MULTIPLE ACIDS MOVE IN AND OUT TRANSPORTER 9	5	19997585	19999679	-	1680	protein_coding	Similar to MtN21 protein	DUF6
Os11g0118300	-	11	823449	825737	-	2039	protein_coding	Similar to RPT2-like protein	-
Os08g0449200	-	8	21943743	21946408	-	463	protein_coding	Hypothetical conserved gene	-
Os02g0793100	-	2	33700415	33706332	+	3768	protein_coding	Armadillo-type fold domain containing protein	-
Os05g0428400	-	5	21006679	21009677	-	1132	protein_coding	Rossmann-like alpha/beta/alpha sandwich fold domain containing protein	Usp
Os12g0430900	-	12	13814444	13815312	+	360	protein_coding	Similar to T27G7.21	-
Os06g0165900	-	6	3316737	3317378	+	642	protein_coding	Conserved hypothetical protein	-
Os10g0491450	-	10	18657752	18658090	-	339	protein_coding	Conserved hypothetical protein	-
Os04g0538900	GLYOXALASE I-5	4	26975483	26976420	+	682	protein_coding	Glyoxalase/bleomycin resistance protein/dioxygenase domain containing protein	Glyoxalase
Os06g0539400	cationic amino acid transporter 6	6	20251679	20253928	+	2250	protein_coding	Amino acid/polyamine transporter I family protein	-
Os05g0365300	NBS-LRR protein rNBS33, Rp1-like 1, bacterial blight resistance-related gene 1	5	17512767	17517933	-	4906	protein_coding	Nucleotide-binding site leucine-rich repeat (NBS-LRR) protein, Bacterial blight resistanc	NB-ARC
Os05g0197200	GERMIN-LIKE PROTEIN 5-1	5	5986015	5986963	+	837	protein_coding	Hypothetical conserved gene	-
Os07g0193701	-	7	5077088	5077494	+	407	protein_coding	Hypothetical protein	-
Os06g0652250	-	6	26693754	26696199	+	945	protein_coding	Hypothetical protein	-
Os01g0905500	-	1	39421336	39422280	+	945	protein_coding	Conserved hypothetical protein	-
Os04g0677100	-	4	34586733	34588232	-	1500	protein_coding	Similar to H0402C08.5 protein	-
Os02g0122700	SET protein 7	2	1190846	1192461	+	876	protein_coding	Similar to SET domain protein	PHD
Os10g0194400	-	10	6555886	6556270	+	385	protein_coding	Hypothetical gene	-
Os12g0273300	-	12	10016692	10021620	-	3103	protein_coding	Similar to NB-ARC domain containing protein	NB-ARC
Os06g0212900	-	6	5745188	5747209	-	1723	protein_coding	Heat shock protein Hsp70 family protein	HSP70
Os01g0615000	-	1	24387024	24387834	+	811	protein_coding	Hypothetical protein	-
Os08g0445500	-	8	21708986	21710196	+	923	protein_coding	Similar to B0616E02-H0507E05.11 protein	2-Hacid_dh_C
Os07g0518100	-	7	19985763	19987668	+	1822	protein_coding	Cytochrome P450 family protein	p450
Os09g0433400	-	9	15912453	15912912	-	460	protein_coding	Hypothetical gene	-
Os03g0168700	SET protein 14	3	3705167	3706777	-	1611	protein_coding	SET domain containing protein	SET
Os03g0558700	-	3	19925378	19926319	-	942	protein_coding	Conserved hypothetical protein	-
