gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os03g0788100	-	3	32736206	32737397	+	1192	protein_coding	Similar to RING-H2 finger protein ATL1P (RING-H2 finger protein ATL3)	-
Os02g0248440	-	2	8397656	8398297	-	642	protein_coding	Zinc finger, RING-type domain containing protein	-
Os06g0177300	-	6	3878788	3882766	+	1366	protein_coding	Glycosyl transferase, family 31 protein	Galactosyl_T
Os07g0575366	-	7	23272326	23272649	+	324	protein_coding	Conserved hypothetical protein	-
Os04g0550900	-	4	27595492	27596105	-	429	protein_coding	aquaporin TIP2-3	-
Os01g0866000	-	1	37505155	37506089	+	935	protein_coding	Similar to E3 ubiquitin ligase EL5 (EC 6.3.2.-)	-
Os01g0926300	-	1	40610656	40613449	-	1598	protein_coding	Similar to Transaldolase (EC 2.2.1.2)	-
Os12g0614500	-	12	26045658	26046857	-	1200	protein_coding	Similar to Lipase family protein	Lipase_3
Os02g0197300	-	2	5451819	5453159	-	1341	protein_coding	Similar to Monoculm1	GRAS
Os08g0376550	-	8	17665976	17666521	+	546	protein_coding	Similar to Patatin-like protein 1	-
Os04g0639000	-	4	32476494	32477199	+	594	protein_coding	Conserved hypothetical protein	-
Os03g0702900	OsSTA111	3	28239396	28240049	-	654	protein_coding	Conserved hypothetical protein	-
Os07g0219250	Prol-20, pro13b.1	7	6609124	6609750	-	627	protein_coding	Similar to cDNA, clone: J090058L24, full insert sequence	-
Os12g0506500	-	12	19429079	19430766	-	1688	protein_coding	Calmodulin-binding, plant domain containing protein	-
Os03g0700200	Thionin 39	3	28068975	28069515	-	541	protein_coding	Conserved hypothetical protein	-
Os08g0244500	-	8	8837400	8839354	+	1692	protein_coding	Similar to hydrolase, hydrolyzing O-glycosyl compounds	Glyco_hydro_17
Os01g0721200	-	1	30068602	30070131	+	1530	protein_coding	Similar to cDNA clone:J013002N02, full insert sequence	NB-ARC
Os08g0445500	-	8	21708986	21710196	+	923	protein_coding	Similar to B0616E02-H0507E05.11 protein	2-Hacid_dh_C
Os06g0127300	-	6	1445613	1448625	-	1081	protein_coding	Similar to Calcium-dependent protein kinase	Pkinase
Os02g0249900	GLUTELIN B1	2	8465066	8467035	+	1650	protein_coding	Glutelin precursor	-
Os04g0400600	-	4	19819412	19820288	-	877	protein_coding	Similar to OSIGBa0113L04.4 protein	-
Os06g0203000	-	6	5196835	5197767	+	933	protein_coding	Hypothetical protein	Pkinase
Os04g0132500	RECEPTOR-LIKE CYTOPLASMIC KINASE 127	4	2034480	2038824	+	4119	protein_coding	Protein kinase, core domain containing protein	Pkinase
Os07g0549100	-	7	21798283	21798902	-	620	protein_coding	Conserved hypothetical protein	-
Os07g0576600	-	7	23328122	23329043	+	922	protein_coding	Conserved hypothetical protein	-
Os07g0635700	-	7	26394225	26396629	+	1599	protein_coding	Cytochrome P450 family protein	p450
Os04g0410700	-	4	20282714	20286792	+	937	protein_coding	Hypothetical protein	Metallophos
Os10g0515900	-	10	19881378	19883248	+	1871	protein_coding	Cytochrome P450 family protein	p450
Os04g0358000	-	4	17108109	17110621	+	2099	protein_coding	Similar to OSIGBa0104J13.1 protein	ADH_N
Os08g0360100	-	8	16582651	16586421	-	2452	protein_coding	RNA-binding, CRM domain domain containing protein	-
Os03g0563100	-	3	20240367	20243969	+	1924	protein_coding	D-arabinono-1,4-lactone oxidase domain containing protein	FAD_binding_4
Os11g0661600	class III peroxidase 134	11	26572255	26574116	+	1346	protein_coding	Similar to Peroxidase (EC 1.11.1.7)	-
Os10g0546100	-	10	21338222	21339608	+	775	protein_coding	Pollen Ole e 1 allergen and extensin domain containing protein	-
Os04g0128700	-	4	1791428	1792971	-	1544	protein_coding	Thioredoxin-like fold domain containing protein	-
ENSRNA049448308	tRNA-Ile	4	25757815	25757888	+	74	tRNA	tRNA-Ile for anticodon AAU	-
Os05g0368100	-	5	17680494	17681105	+	612	protein_coding	Conserved hypothetical protein	-
Os05g0220500	-	5	7415240	7416708	+	1469	protein_coding	Conserved hypothetical protein	-
Os08g0373000	-	8	17451964	17455703	+	2764	protein_coding	Hypothetical conserved gene	NB-ARC
Os06g0179100	-	6	3932020	3933032	+	912	protein_coding	Similar to H0306F03.13 protein	-
Os09g0422500	BRITTLE CULM 6	9	15281320	15285893	+	3629	protein_coding	Cellulose synthase A catalytic subunit 9, Cell wall biosynthesis and plant growt	-
Os04g0597300	WRKY GENE 37	4	30133144	30136547	+	1534	protein_coding	Similar to WERKY protein (Fragment)	WRKY
Os05g0291600	-	5	12831242	12831782	+	541	protein_coding	Hypothetical conserved gene	-
Os03g0862000	-	3	36387772	36391619	-	3234	protein_coding	Conserved hypothetical protein	-
Os01g0252300	-	1	8339050	8339456	-	407	protein_coding	Conserved hypothetical protein	-
Os05g0212550	-	5	6975932	6976841	+	910	protein_coding	Hypothetical protein	Chal_sti_synt_N
Os02g0713250	-	2	29548369	29548824	+	456	protein_coding	Hypothetical conserved gene	-
Os05g0159501	-	5	3501543	3502077	-	535	protein_coding	Conserved hypothetical protein	-
Os02g0113200	P-450 51H5	2	712586	715144	+	1475	protein_coding	Similar to Cytochrome P450-like protein	p450
Os11g0622800	CINNAMYL ALCOHOL DEHYDROGENASE 4	11	24302518	24307835	+	1065	protein_coding	Putative cinnamyl alcohol dehydrogenase 4	ADH_N
Os08g0162700	-	8	3697393	3698162	+	770	protein_coding	Aldehyde dehydrogenase, conserved site domain containing protein	-
Os07g0213600	endosperm-specific gene 95	7	6239015	6239615	-	601	protein_coding	Bifunctional inhibitor/plant lipid transfer protein/seed storage domain containing protein	-
Os06g0712800	OsSTA181	6	30183259	30186911	+	2300	protein_coding	Similar to Ankyrin-like protein	-
Os12g0515300	MYB transcription factor 46	12	19991426	19992367	-	942	protein_coding	Homeodomain-like domain containing protein	-
Os04g0627400	-	4	31937356	31939121	-	1766	protein_coding	Hypothetical conserved gene	-
Os12g0209200	B-box-containing protein 30	12	5699790	5702413	+	792	protein_coding	Similar to CONSTANS-LIKE a	zf-B_box
Os05g0582500	SERINE CARBOXYPEPTIDASE 29	5	28995973	28997546	+	1574	protein_coding	Peptidase S10, serine carboxypeptidase domain containing protein	Peptidase_S10
Os06g0716200	-	6	30420082	30422542	+	1139	protein_coding	Thaumatin, pathogenesis-related family protein	Thaumatin
Os07g0654450	-	7	27490581	27491105	+	525	protein_coding	Hypothetical conserved gene	-
Os06g0646900	homogentisic acid geranylgeranyl transferase, homogentisic acid solanesyl transferase	6	26435460	26439235	-	1673	protein_coding	Similar to Homogentisic acid geranylgeranyl transferase	UbiA
Os02g0699000	OsNPF7.2	2	28749597	28752795	+	1934	protein_coding	Tonoplast localized low-affinity nitrate transporter, Nitrate accumulation and homeostasi	-
Os03g0427300	GLUTELIN SUBFAMILY A3 FROM WILD RICE SPECIES	3	17864282	17866204	+	1655	protein_coding	Glutelin type-A III precursor	-
Os01g0609200	PLEIOTROPIC DRUG RESISTANCE 11	1	24065207	24073621	-	4395	protein_coding	Similar to Pleiotropic drug resistance protein 3	ABC2_membrane
Os07g0542900	UCLACYANIN-LIKE PROTEIN 22	7	21465220	21466379	+	850	protein_coding	Similar to blue copper protein	Cu_bind_like
Os04g0396500	LAX PANICLE 2	4	19563980	19575929	+	1415	protein_coding	Regulation of axillary meristem formatio	-
Os03g0821550	-	3	34493235	34493621	+	387	protein_coding	Conserved hypothetical protein	-
Os03g0371000	OsSTA101	3	14559322	14561845	+	1751	protein_coding	Similar to Cytochrome P450 family protein, expressed	p450
Os01g0651150	-	1	26300193	26302513	-	798	protein_coding	Hypothetical protein	-
Os06g0250600	-	6	7799085	7806567	-	3025	protein_coding	Outward Shaker K<sup>+</sup> channel, K<sup>+</sup> release by guard cells for stomatal closure, K<sup>+</sup> translocation toward the shoot	Ion_trans
Os03g0292700	-	3	10184421	10185914	+	1494	protein_coding	Similar to Protein kinase domain containing protein, expressed	Pkinase
ENSRNA049467888	Intron_gpII	10	20480061	20480148	-	88	sense_intronic	Group II catalytic intron	-
Os04g0219700	-	4	7981887	7982772	+	660	protein_coding	Conserved hypothetical protein	-
Os06g0240050	BURP domain-containing protein 9	6	7280549	7282975	+	1503	protein_coding	BURP domain-containing protein 9	-
Os06g0220300	-	6	6199518	6200510	+	993	protein_coding	Similar to Phi-1 protein	-
Os02g0175301	-	2	4113940	4115856	-	1128	protein_coding	Domain of unknown function DUF632 domain containing protein	-
Os08g0248700	-	8	9069082	9070671	+	1291	protein_coding	Similar to Blind	Myb_DNA-binding
Os01g0113650	-	1	738908	740898	+	1991	protein_coding	Hypothetical conserved gene	Thaumatin
Os04g0161400	-	4	4225748	4226837	+	972	protein_coding	Similar to OSIGBa0102O13.6 protein	-
Os01g0571133	-	1	21922193	21924309	+	2117	protein_coding	Hypothetical gene	-
Os07g0555400	-	7	22128502	22130398	+	1897	protein_coding	Conserved hypothetical protein	-
Os05g0473000	PYRABACTIN RESISTANCE 1 LIKE/REGULATORY COMPONENTS OF ABA RECEPTOR 6, pyrabactin resistance-like 6	5	23239204	23240669	-	1466	protein_coding	Streptomyces cyclase/dehydrase family protein	-
Os01g0848475	-	1	36445402	36449427	+	1973	protein_coding	Hypothetical protein	POX
Os09g0471000	-	9	17929689	17932490	+	2575	protein_coding	Similar to cupin, RmlC-type	-
Os01g0370000	12-OXOPHYTODIENOATE REDUCTASE 9	1	15192860	15195695	-	1609	protein_coding	NADH:flavin oxidoreductase/NADH oxidase, N-terminal domain containing protein	Oxidored_FMN
Os02g0689900	nitrate transporter 1.5A	2	28312696	28316195	-	2237	protein_coding	TGF-beta receptor, type I/II extracellular region family protein	-
Os12g0135850	-	12	1746567	1747175	+	609	protein_coding	Similar to No apical meristem protein	NAM
Os11g0595000	-	11	22657102	22657726	+	625	protein_coding	Protein of unknown function DUF538 family protein	-
Os06g0606100	-	6	24069342	24072302	-	2247	protein_coding	Hypothetical conserved gene	-
Os07g0681200	-	7	28877263	28879413	+	852	protein_coding	Vegetative storage protein/acid phosphatase domain containing protein	-
Os06g0221000	-	6	6239975	6241172	+	1037	protein_coding	Similar to P-type R2R3 Myb protein (Fragment)	Myb_DNA-binding
Os08g0280200	-	8	10922470	10936171	+	7107	protein_coding	Tensin phosphatase, C2 domain domain containing protein	FH2
Os05g0559316	-	5	27832999	27834526	-	576	protein_coding	Hypothetical conserved gene	-
Os05g0168200	-	5	4093466	4094599	-	1014	protein_coding	Pentaxin domain containing protein	-
Os06g0218800	-	6	6101061	6102004	+	944	protein_coding	Uncharacterised protein family UPF0503 domain containing protein	-
Os07g0501100	Chalcone synthase, polyketide synthase 12	7	18873790	18875926	-	1726	protein_coding	Similar to Chalcone synthase 2 (EC 2.3.1.74) (Naringenin-chalcone synthase 2)	Chal_sti_synt_N
Os05g0246300	EXPB18	5	8870363	8871941	-	1245	protein_coding	Barwin-related endoglucanase domain containing protein	-
Os01g0339600	-	1	13344958	13348414	+	2522	protein_coding	Proteasome assembly chaperone 3 domain containing protein	-
Os04g0381700	basic helix-loop-helix protein 156	4	18720467	18722735	+	1397	protein_coding	Similar to OSIGBa0092E09.4 protein	HLH
Os06g0331900	-	6	13143806	13146065	+	2260	protein_coding	Uncharacterised protein family UPF0005 domain containing protein	-
Os10g0438301	-	10	15702440	15708211	-	613	protein_coding	Hypothetical conserved gene	-
Os04g0521100	PLASMA MEMBRANE INTRINSIC PROTEIN 2;3	4	26099273	26101764	+	1273	protein_coding	Major intrinsic protein family protein	-
Os05g0132700	-	5	1907665	1909355	-	1691	protein_coding	Similar to R2R3 Myb-like protein	Myb_DNA-binding
Os09g0501100	-	9	19395898	19396896	+	999	protein_coding	Protein of unknown function DUF568 domain containing protein	-
Os04g0432100	-	4	21424187	21425721	-	1535	protein_coding	Transcription factor GRAS domain containing protein	GRAS
Os08g0455600	Protein phosphatase 101	8	22334606	22336123	+	1325	protein_coding	Similar to Serine/threonine protein phosphatase PP1-alpha catalytic subunit (EC 3.1.3.16) (PP-1A). Splice isoform 1	Metallophos
Os11g0227200	NBS-LRR disease resistance protein	11	6668507	6680770	+	3160	protein_coding	Similar to NBS-LRR disease resistance protein homologue	NB-ARC
Os06g0548200	-	6	20751199	20752955	-	1757	protein_coding	FAD linked oxidase, N-terminal domain containing protein	FAD_binding_4
Os11g0109600	-	11	445528	447931	-	2386	protein_coding	Hypothetical conserved gene	PPR
Os05g0579700	-	5	28848050	28850435	-	870	protein_coding	Similar to 10A19I.9	-
Os11g0222000	CRINKLY4-RELATED protein 4	11	6381668	6385437	-	3770	protein_coding	Regulator of chromosome condensation/beta-lactamase-inhibitor protein II domain containing protein	Pkinase
Os05g0147600	-	5	2735367	2736996	+	1154	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os04g0554500	hybrid proline- or glycine-rich protein 6	4	27740064	27740809	+	746	protein_coding	Similar to RCc3 protein	-
Os06g0279350	-	6	9670245	9670575	-	331	protein_coding	Conserved hypothetical protein	-
Os01g0634500	LACCASE 2	1	25439082	25440898	-	1609	protein_coding	Similar to Laccase-2	-
