gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os01g0296700	-	1	10872358	10874262	+	1830	protein_coding	Glycoside hydrolase, family 3, N-terminal domain containing protein	Glyco_hydro_3_C
Os11g0256100	-	11	8439729	8441556	-	1828	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os05g0155800	-	5	3269118	3270614	+	1497	protein_coding	Similar to OSIGBa0157A06.5 protein	-
Os09g0527500	-	9	20629717	20633528	+	1197	protein_coding	Similar to MEG5	RRM_1
Os08g0118500	SMALL AUXIN-UP RNA 31	8	1039566	1040187	+	622	protein_coding	Similar to Auxin-induced SAUR-like protein	Auxin_inducible
Os04g0326100	-	4	15107706	15109384	-	1679	protein_coding	Similar to H0107B07.2 protein	UDPGT
Os03g0616500	-	3	23353421	23360735	-	3620	protein_coding	Similar to HEAT repeat family protein	-
Os03g0759500	ORIGIN RECOGNITION COMPLEX 5	3	31410884	31413316	+	2080	protein_coding	Origin recognition complex 5	-
Os01g0228901	-	1	7115785	7124100	-	3796	protein_coding	Hypothetical gene	Myb_DNA-binding
Os11g0118300	-	11	823449	825737	-	2039	protein_coding	Similar to RPT2-like protein	-
Os09g0101800	-	9	286246	297374	-	3486	protein_coding	Quinoprotein amine dehydrogenase, beta chain-like domain containing protein	FYRC
Os11g0109000	protein phosphatase 2C73, protein phosphatase 2C 73, protein phosphatase 116	11	422275	425381	+	1701	protein_coding	Protein phosphatase 2C domain containing protein	PP2C
Os08g0466050	-	8	22887607	22893050	+	3087	protein_coding	Similar to DNA polymerase epsilon subunit 2	-
Os01g0633900	-	1	25409162	25413922	-	1252	protein_coding	Hypothetical conserved gene	-
Os01g0685300	-	1	28246607	28248021	+	1415	protein_coding	Conserved hypothetical protein	-
Os03g0258900	-	3	8384206	8386087	+	1882	protein_coding	Galactose oxidase, beta-propeller domain containing protein	-
Os10g0392800	-	10	13104770	13105796	+	534	protein_coding	Similar to esterase	-
Os10g0524000	-	10	20361109	20365154	+	1667	protein_coding	Conserved hypothetical protein	-
Os03g0215200	DROOPING LEAF	3	6041245	6048687	+	1022	protein_coding	Putative transcription factor, Carpel specification,  Midrib formatio	YABBY
Os04g0177300	-	4	5254429	5260631	-	3801	protein_coding	HIP116, Rad5p N-terminal domain containing protein	-
Os03g0816600	-	3	34238474	34241383	+	2821	protein_coding	Similar to pentatricopeptide repeat-containing protein	-
Os03g0321100	-	3	11603244	11603867	+	624	protein_coding	Hypothetical protein	-
