gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os09g0470000	-	9	17884858	17885624	+	524	protein_coding	Similar to Plastidic general dicarboxylate transporter	Na_sulph_symp
Os02g0753500	OsSTA78	2	31686188	31689398	-	1244	protein_coding	Tetratricopeptide-like helical domain containing protein	-
Os05g0200700	-	5	6292207	6293478	-	1272	protein_coding	Conserved hypothetical protein	-
Os04g0688200	class III peroxidase 60, peroxidase 1	4	35192194	35193779	-	1412	protein_coding	Similar to Peroxidase (EC 1.11.1.7)	-
Os12g0424700	CDKF-2	12	13444520	13445604	+	1085	protein_coding	Serine/threonine protein kinase domain containing protein	Pkinase
Os03g0406900	-	3	16692517	16696367	+	1771	protein_coding	Similar to predicted protein	-
Os08g0133200	-	8	1855105	1856895	-	1032	protein_coding	Similar to copine-3	-
Os10g0357850	-	10	10937733	10939891	-	2159	protein_coding	Hypothetical gene	-
Os01g0687800	-	1	28376585	28379713	-	1806	protein_coding	FAD linked oxidase, N-terminal domain containing protein	FAD_binding_4
Os08g0484200	-	8	23921006	23922529	+	1524	protein_coding	Zinc finger, RING/FYVE/PHD-type domain containing protein	-
Os03g0215900	pentatricopeptide repeat protein 676	3	6089465	6091635	-	2171	protein_coding	Plastid-localized pentatricopeptide repeat (PPR) protein, Plant growth and pollen developmen	-
Os08g0375800	-	8	17628705	17631108	+	2404	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os02g0161800	class III peroxidase 24	2	3336154	3339094	-	1427	protein_coding	Similar to Peroxidase precursor (EC 1.11.1.7)	-
Os10g0478300	myb transcription factor 9, transcription factor MYB9	10	17923596	17926286	-	1326	protein_coding	SG2-type MYB transcription factor, Resistance to fungal and bacterial pathogen	Myb_DNA-binding
Os05g0414700	-	5	20283411	20286888	-	2433	protein_coding	Similar to BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1	Pkinase_Tyr
Os03g0391100	-	3	15668225	15671064	+	1308	protein_coding	Zinc finger, RING-type domain containing protein	-
Os04g0538900	GLYOXALASE I-5	4	26975483	26976420	+	682	protein_coding	Glyoxalase/bleomycin resistance protein/dioxygenase domain containing protein	Glyoxalase
Os06g0652250	-	6	26693754	26696199	+	945	protein_coding	Hypothetical protein	-
Os11g0249700	-	11	8091204	8092134	+	848	protein_coding	Hypothetical protein	-
Os04g0677100	-	4	34586733	34588232	-	1500	protein_coding	Similar to H0402C08.5 protein	-
Os01g0550600	-	1	20628587	20631077	+	2310	protein_coding	Conserved hypothetical protein	-
Os06g0708400	CYCLOPHILIN 19-4	6	29971111	29972973	+	627	protein_coding	Cyclophilin, Cold toleranc	Pro_isomerase
Os10g0361900	-	10	11185582	11186269	+	688	protein_coding	Lipoxygenase, LH2 domain containing protein	-
Os01g0581800	-	1	22552874	22554531	-	1658	protein_coding	Hypothetical conserved gene	-
Os11g0514900	-	11	18463748	18464053	-	306	protein_coding	Hypothetical conserved gene	-
Os09g0413300	PENTATRICOPEPTIDE REPEAT PROTEIN 1	9	14686187	14690226	-	3552	protein_coding	Pentatricopeptide repeat domain containing protein	PPR
Os03g0823000	ZINC FINGER PROTEIN 182	3	34545492	34547856	-	2365	protein_coding	Resistance protein candidate (Fragment)	Pkinase
Os04g0518400	Phenylalanine ammonia-lyase 07	4	25927077	25929716	-	2549	protein_coding	Similar to Phenylalanine ammonia-lyase (Fragment)	-
Os10g0150800	-	10	3031619	3032661	+	928	protein_coding	Protein of unknown function DUF1210 family protein	-
BAC19890	cob	Mt	303848	305041	-	1194	protein_coding	-	-
Os06g0263801	-	6	8704847	8706785	-	1840	protein_coding	Hypothetical gene	CCT
Os08g0560300	-	8	28059345	28061198	-	1538	protein_coding	Protein of unknown function DUF597 family protein	-
