gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os12g0138800	-	12	1882578	1888258	+	3358	protein_coding	Six-bladed beta-propeller, TolB-like domain containing protein	Str_synth
Os01g0666000	-	1	27226175	27230292	-	1544	protein_coding	Similar to Lipid phosphate phosphatase 2 (EC 3.1.3.-) (AtLPP2) (Phosphatidic acid phosphatase 2) (AtPAP2) (Prenyl diphosphate phosphatase)	-
Os06g0177300	-	6	3878788	3882766	+	1366	protein_coding	Glycosyl transferase, family 31 protein	Galactosyl_T
Os02g0124501	-	2	1263685	1265966	+	1790	protein_coding	Hypothetical protein	ALO
Os04g0550900	-	4	27595492	27596105	-	429	protein_coding	aquaporin TIP2-3	-
Os01g0866000	-	1	37505155	37506089	+	935	protein_coding	Similar to E3 ubiquitin ligase EL5 (EC 6.3.2.-)	-
Os03g0580200	-	3	21275422	21276198	-	777	protein_coding	Lipase, GDSL domain containing protein	-
Os07g0667300	B-box-containing protein 23, CCT domain-containing gene 27, CCT (CO, CO-LIKE and TOC1) domain protein 27, CCT domain protein 27	7	28184879	28187843	-	1547	protein_coding	CONSTANS-like transcriptional activator, Negative regulation of flowerin	CCT
Os12g0109700	-	12	524065	526185	-	1543	protein_coding	Protein of unknown function DUF2985 domain containing protein	-
Os12g0614500	-	12	26045658	26046857	-	1200	protein_coding	Similar to Lipase family protein	Lipase_3
Os08g0492000	Oligopeptide transporter 9	8	24311145	24314816	+	2504	protein_coding	Similar to Glutathione transporter	OPT
Os12g0414500	-	12	12762896	12765776	-	2068	protein_coding	Aminoacyl-tRNA synthetase, class II (D, K and N)-like domain containing protein	tRNA-synt_2
Os02g0197300	-	2	5451819	5453159	-	1341	protein_coding	Similar to Monoculm1	GRAS
Os01g0284900	-	1	10200477	10203472	-	1518	protein_coding	Conserved hypothetical protein	-
Os02g0780500	SRL2-like gene, semi-rolled leaf 2-like gene	2	33054175	33066629	+	3831	protein_coding	Conserved hypothetical protein	-
Os07g0619400	-	7	25585028	25585758	+	731	protein_coding	EF-Hand type domain containing protein	-
Os03g0702900	OsSTA111	3	28239396	28240049	-	654	protein_coding	Conserved hypothetical protein	-
