gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os06g0114650	-	6	839419	841385	+	1070	protein_coding	Similar to predicted protein	SKI
Os11g0259700	-	11	8648863	8650862	+	1298	protein_coding	Similar to SAM dependent carboxyl methyltransferase family protein	-
Os08g0307601	-	8	12879949	12882797	+	815	protein_coding	Similar to cDNA clone:002-114-B06, full insert sequence	-
Os01g0373700	-	1	15400221	15400863	-	643	protein_coding	Conserved hypothetical protein	-
Os03g0185200	-	3	4470567	4476128	-	2279	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os01g0571300	HEAT STRESS TRANSCRIPTION FACTOR A7	1	21938865	21941797	+	1527	protein_coding	Similar to Heat shock transcription factor 31 (Fragment)	HSF_DNA-bind
Os12g0424700	CDKF-2	12	13444520	13445604	+	1085	protein_coding	Serine/threonine protein kinase domain containing protein	Pkinase
Os01g0693700	-	1	28651357	28651761	-	405	protein_coding	Similar to Nitrate reductase [NAD(P)H]	-
Os11g0295900	PLETHORA 6	11	10863409	10868622	+	2031	protein_coding	Similar to ASGR-BBM-like1	AP2
Os01g0627550	-	1	25045913	25049352	+	1631	protein_coding	Hypothetical protein	-
Os08g0189850	GERMIN-LIKE PROTEIN 8-9	8	5254364	5255230	+	675	protein_coding	Germin-like protein 8-9, Disease resistanc	-
Os12g0154900	GERMIN-LIKE PROTEIN 12-3	12	2696407	2697214	-	690	protein_coding	Germin-like protein 12-3, Disease resistanc	-
Os03g0406900	-	3	16692517	16696367	+	1771	protein_coding	Similar to predicted protein	-
Os01g0926300	-	1	40610656	40613449	-	1598	protein_coding	Similar to Transaldolase (EC 2.2.1.2)	-
Os07g0126500	-	7	1401708	1402384	+	677	protein_coding	Allergen V5/Tpx-1 related family protein	SCP
Os04g0558700	-	4	27994902	27995820	-	919	protein_coding	Conserved hypothetical protein	-
Os03g0687700	endosperm-specific gene 52	3	27444695	27445609	-	915	protein_coding	Ribosome-inactivating protein domain containing protein	-
Os02g0721100	-	2	29919262	29920338	-	964	protein_coding	Similar to E2 ubiquitin-conjugating enzyme UbcH5B (Fragment)	UQ_con
Os08g0484200	-	8	23921006	23922529	+	1524	protein_coding	Zinc finger, RING/FYVE/PHD-type domain containing protein	-
Os03g0702000	-	3	28193801	28195637	-	1751	protein_coding	UDP-glucuronosyl/UDP-glucosyltransferase family protein	UDPGT
Os03g0682100	MAJOR FACILITATOR SUPERFAMILY 1	3	27143712	27145616	-	1905	protein_coding	Similar to nitrate and chloride transporter	-
Os02g0509600	-	2	18219267	18220774	+	1011	protein_coding	Conserved hypothetical protein	-
Os06g0324400	LATE EMBRYOGENESIS ABUNDANT PROTEIN 3	6	12665605	12666203	-	522	protein_coding	Late embryogenesis abundant (LEA) group 1 family protein	-
Os05g0414700	-	5	20283411	20286888	-	2433	protein_coding	Similar to BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1	Pkinase_Tyr
Os02g0749800	-	2	31521135	31523064	+	1878	protein_coding	Mitochodrial transcription termination factor-related family protein	-
Os03g0391100	-	3	15668225	15671064	+	1308	protein_coding	Zinc finger, RING-type domain containing protein	-
Os02g0736900	-	2	30765565	30766141	-	577	protein_coding	Conserved hypothetical protein	-
Os03g0795600	-	3	33099408	33101484	-	1044	protein_coding	Uncharacterised protein family UPF0005 domain containing protein	-
Os04g0653700	-	4	33347881	33348507	-	627	protein_coding	Conserved hypothetical protein	-
