gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os04g0572400	DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 1E	4	28820861	28821520	+	660	protein_coding	Similar to CRT/DRE binding factor 1	AP2
Os01g0666000	-	1	27226175	27230292	-	1544	protein_coding	Similar to Lipid phosphate phosphatase 2 (EC 3.1.3.-) (AtLPP2) (Phosphatidic acid phosphatase 2) (AtPAP2) (Prenyl diphosphate phosphatase)	-
Os02g0689132	-	2	28261521	28262054	-	534	protein_coding	Similar to EIL transcription factor	EIN3
Os12g0154900	GERMIN-LIKE PROTEIN 12-3	12	2696407	2697214	-	690	protein_coding	Germin-like protein 12-3, Disease resistanc	-
Os06g0610550	-	6	24332650	24338625	+	1804	protein_coding	Hypothetical protein	-
Os06g0692500	-	6	28888959	28892150	-	3192	protein_coding	Hypothetical conserved gene	Pkinase
Os01g0249100	ALPHA-EXPANSIN 9	1	8202020	8202772	-	655	protein_coding	Similar to Expansin-A9	-
Os04g0558700	-	4	27994902	27995820	-	919	protein_coding	Conserved hypothetical protein	-
Os08g0484200	-	8	23921006	23922529	+	1524	protein_coding	Zinc finger, RING/FYVE/PHD-type domain containing protein	-
Os08g0500600	-	8	24716340	24718126	+	1787	protein_coding	Pentatricopeptide repeat domain containing protein	PPR
Os02g0736900	-	2	30765565	30766141	-	577	protein_coding	Conserved hypothetical protein	-
Os09g0483300	-	9	18667422	18668125	+	704	protein_coding	EF hand domain containing protein	-
Os02g0217900	HSP19.0	2	6587377	6588245	-	869	protein_coding	Similar to Cytosolic class II small heat shock protein 4 (Fragment)	-
Os11g0667400	-	11	26932459	26933110	+	330	protein_coding	Similar to Ubiquitin carboxyl-terminal hydrolase	UCH
Os04g0597600	PROTEIN TRANSPORTER 5	4	30156252	30159194	+	2943	protein_coding	TGF-beta receptor, type I/II extracellular region family protein	-
Os01g0203800	-	1	5699652	5707756	-	2209	protein_coding	Protein of unknown function DUF641, plant domain containing protein	-
Os04g0532700	-	4	26637816	26640529	-	1726	protein_coding	Hypothetical protein	Myb_DNA-binding
Os12g0506500	-	12	19429079	19430766	-	1688	protein_coding	Calmodulin-binding, plant domain containing protein	-
Os07g0622400	-	7	25742767	25743805	-	1039	protein_coding	Hypothetical protein	UDPGT
Os05g0515200	-	5	25543222	25546408	+	2394	protein_coding	Cytochrome P450 family protein	p450
Os01g0207900	USUALLY MULTIPLE ACIDS MOVE IN AND OUT TRANSPORTER 3	1	5856444	5857920	+	1154	protein_coding	Similar to nodulin-like protein	DUF6
Os02g0736700	-	2	30763036	30763414	-	379	protein_coding	Conserved hypothetical protein	-
Os01g0855600	putative nematode-resistance protein	1	36942716	36944585	-	1870	protein_coding	Similar to Hs1pro-1 protein	-
Os06g0678500	-	6	28203891	28204265	+	375	protein_coding	Hypothetical conserved gene	-
Os07g0556066	-	7	22169531	22171669	+	1689	protein_coding	Hypothetical protein	-
Os01g0737500	-	1	30764089	30766588	+	1822	protein_coding	Uncharacterised protein family UPF0005 domain containing protein	-
Os01g0698800	-	1	28910215	28911081	-	867	protein_coding	Conserved hypothetical protein	-
Os12g0472366	-	12	16964627	16965366	-	740	protein_coding	Hypothetical protein	AAA
Os07g0569800	-	7	22935622	22937578	+	1957	protein_coding	Similar to protein kinase	Pkinase
