gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os03g0828600	-	3	34805711	34807600	+	1890	protein_coding	Similar to ATCHX19 (CATION/H+ EXCHANGER 19); monovalent cation:proton antiporter/ sodium:hydrogen antiporter	Na_H_Exchanger
Os05g0501001	-	5	24647103	24648137	-	834	protein_coding	Hypothetical gene	-
Os03g0377100	ALPHA-EXPANSIN 21	3	14894714	14896143	+	971	protein_coding	Similar to Expansin (Expansin2)	-
Os01g0296700	-	1	10872358	10874262	+	1830	protein_coding	Glycoside hydrolase, family 3, N-terminal domain containing protein	Glyco_hydro_3_C
Os03g0118100	-	3	985771	989760	+	1742	protein_coding	Conserved hypothetical protein	-
Os02g0445600	SMALL AUXIN-UP RNA 9	2	14355594	14356170	+	577	protein_coding	Similar to Auxin-induced SAUR-like protein (Fragment)	-
Os11g0256100	-	11	8439729	8441556	-	1828	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os08g0118500	SMALL AUXIN-UP RNA 31	8	1039566	1040187	+	622	protein_coding	Similar to Auxin-induced SAUR-like protein	Auxin_inducible
Os08g0307601	-	8	12879949	12882797	+	815	protein_coding	Similar to cDNA clone:002-114-B06, full insert sequence	-
Os04g0326100	-	4	15107706	15109384	-	1679	protein_coding	Similar to H0107B07.2 protein	UDPGT
Os05g0359000	-	5	17080393	17083786	-	2019	protein_coding	Hypothetical conserved gene	-
Os03g0759500	ORIGIN RECOGNITION COMPLEX 5	3	31410884	31413316	+	2080	protein_coding	Origin recognition complex 5	-
Os08g0483900	basic helix-loop-helix protein 047	8	23894602	23896537	-	1413	protein_coding	Helix-loop-helix DNA-binding domain containing protein	HLH
Os04g0685200	-	4	34997670	34998861	+	1192	protein_coding	Peptidase aspartic, catalytic domain containing protein	-
Os11g0109000	protein phosphatase 2C73, protein phosphatase 2C 73, protein phosphatase 116	11	422275	425381	+	1701	protein_coding	Protein phosphatase 2C domain containing protein	PP2C
Os07g0667300	B-box-containing protein 23, CCT domain-containing gene 27, CCT (CO, CO-LIKE and TOC1) domain protein 27, CCT domain protein 27	7	28184879	28187843	-	1547	protein_coding	CONSTANS-like transcriptional activator, Negative regulation of flowerin	CCT
Os03g0258900	-	3	8384206	8386087	+	1882	protein_coding	Galactose oxidase, beta-propeller domain containing protein	-
Os06g0234633	-	6	7013989	7018602	+	774	protein_coding	Similar to Inositol phosphate kinase	-
Os10g0392800	-	10	13104770	13105796	+	534	protein_coding	Similar to esterase	-
Os03g0215200	DROOPING LEAF	3	6041245	6048687	+	1022	protein_coding	Putative transcription factor, Carpel specification,  Midrib formatio	YABBY
Os10g0373400	-	10	11825931	11826899	+	883	protein_coding	Hypothetical protein	-
Os03g0687700	endosperm-specific gene 52	3	27444695	27445609	-	915	protein_coding	Ribosome-inactivating protein domain containing protein	-
Os03g0816600	-	3	34238474	34241383	+	2821	protein_coding	Similar to pentatricopeptide repeat-containing protein	-
Os11g0173800	-	11	3656726	3661466	+	4622	protein_coding	Serine/threonine protein kinase-related domain containing protein	Pkinase
Os01g0215700	GDSL ESTERASE/LIPASE PROTEIN 6	1	6319130	6322451	+	1835	protein_coding	Esterase, SGNH hydrolase-type domain containing protein	Lipase_GDSL
Os09g0445700	-	9	16622012	16623568	+	1557	protein_coding	ATPase, AAA+ type, core domain containing protein	AAA
Os10g0573300	-	10	22759376	22761111	-	573	protein_coding	Conserved hypothetical protein	-
Os10g0345900	-	10	10357811	10358530	+	536	protein_coding	Conserved hypothetical protein	-
Os06g0114300	F-box protein 289	6	825521	826951	+	1431	protein_coding	Cyclin-like F-box domain containing protein	-
Os11g0609500	RECEPTOR-LIKE CYTOPLASMIC KINASE 339	11	23540796	23548581	-	1157	protein_coding	Similar to Jacalin-like lectin domain containing protein	Pkinase_Tyr
Os02g0749800	-	2	31521135	31523064	+	1878	protein_coding	Mitochodrial transcription termination factor-related family protein	-
Os02g0579300	-	2	22267920	22269974	+	741	protein_coding	Similar to DNA binding protein	Myb_DNA-binding
Os08g0450100	PECTIN METHYLESTERASE 25	8	21978068	21981556	+	1923	protein_coding	Similar to Pectinesterase (EC 3.1.1.11) (Fragment)	-
Os07g0472100	-	7	16944094	16946832	-	2739	protein_coding	Hypothetical conserved gene	PPR
Os02g0168300	-	2	3687919	3691304	+	1635	protein_coding	Conserved hypothetical protein	-
Os01g0863500	Rolled and Erect Leaf 1	1	37365499	37366446	+	779	protein_coding	Control of leaf rolling and bendin	-
Os02g0642200	REMORIN 1.4	2	25789355	25791213	-	907	protein_coding	Similar to Remorin	-
Os11g0141900	NH5.1	11	1951562	1954193	+	1664	protein_coding	Ankyrin domain containing protein	BTB
Os12g0158300	OVATE family protein 19, ovate family protein 30, OVATE-domain containing protein 30	12	2898694	2900067	+	1374	protein_coding	Protein of unknown function DUF623, plant domain containing protein	-
Os06g0560700	GDSL ESTERASE/LIPASE PROTEIN 86	6	21447774	21450993	+	1349	protein_coding	Lipase, GDSL domain containing protein	Lipase_GDSL
Os01g0973500	RECEPTOR-LIKE CYTOPLASMIC KINASE 57	1	42981239	42984988	-	1838	protein_coding	Similar to Protein kinase APK1A, chloroplast precursor (EC 2.7.1.-)	Pkinase_Tyr
Os08g0180950	-	8	4718736	4718969	-	234	protein_coding	Hypothetical conserved gene	-
Os11g0114900	non-specific lipid transfer protein 1.8, lipid transfer protein 1.8, type 1 non-specific lipid transfer protein 8, Phospholipid transfer protein 9C2	11	680034	680884	+	745	protein_coding	Similar to Nonspecific lipid-transfer protein (LTP) (Fragment)	-
Os03g0855100	WRKY GENE 80	3	36039164	36043821	+	1623	protein_coding	Similar to WRKY transcription factor 12	WRKY
Os11g0672700	-	11	27179323	27184026	-	2072	protein_coding	RecQ DNA helicase, RNA silencin	Helicase_C
Os11g0261600	Subtilisin 62, SUBTILISIN 62	11	8794993	8796864	-	1280	protein_coding	Similar to Subtilisin-like serine proteinase	Peptidase_S8
Os01g0581800	-	1	22552874	22554531	-	1658	protein_coding	Hypothetical conserved gene	-
Os01g0942200	F-box protein 57	1	41394739	41396203	-	1465	protein_coding	Cyclin-like F-box domain containing protein	DUF295
Os09g0418500	CALCINEURIN B-LIKE PROTEIN-INTERACTING PROTEIN KINASE 27	9	15027311	15034300	+	2427	protein_coding	Similar to CBL-interacting protein kinase 14	Pkinase
Os03g0314500	-	3	11266821	11270098	+	2494	protein_coding	WD40-like Beta Propeller domain containing protein	-
Os10g0150800	-	10	3031619	3032661	+	928	protein_coding	Protein of unknown function DUF1210 family protein	-
Os12g0544600	-	12	21964712	21970027	-	2003	protein_coding	Conserved hypothetical protein	-
Os09g0441900	DENSE AND ERECT PANICLE 1	9	16411151	16415851	+	3069	protein_coding	Unknown phosphatidylethanolamine-binding protein (PEBP) like domain protein, 426-amino-acid protein, homologous to the keratin-associated protein (KAP) 5-4 family, Panicle architecture, Panicle erectnes	-
Os05g0176400	ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 34	5	4581331	4584038	-	1788	protein_coding	Zinc finger, CCCH-type domain containing protein	-
Os04g0319700	-	4	14680109	14681661	+	1553	protein_coding	Similar to Glucosyltransferase (Fragment)	UDPGT
Os02g0568200	COLEOPTILE PHOTOTROPISM 1	2	21608165	21613272	-	2867	protein_coding	NPH3 domain containing protein	-
Os03g0770700	PLETHORA 7	3	31922037	31925719	+	2373	protein_coding	Hypothetical conserved gene	AP2
Os02g0511600	-	2	18335015	18335786	+	673	protein_coding	Glycosyl transferase, family 31 protein	-
Os03g0355500	OsSTA100	3	13585245	13586204	+	960	protein_coding	Conserved hypothetical protein	-
Os01g0785400	GH3-1	1	33308448	33310933	+	2234	protein_coding	GH3 auxin-responsive promoter family protein	-
Os01g0839200	DUF966-stress repressive gene 2	1	36002559	36005000	-	1400	protein_coding	DUF966 family protein, Abiotic stress respons	-
Os03g0730500	SERINE CARBOXYPEPTIDASE 20	3	29871085	29878399	+	3050	protein_coding	Peptidase S10, serine carboxypeptidase family protein	Peptidase_S10
