gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os12g0138800	-	12	1882578	1888258	+	3358	protein_coding	Six-bladed beta-propeller, TolB-like domain containing protein	Str_synth
Os02g0144200	-	2	2444421	2445497	+	1077	protein_coding	Protein of unknown function DUF1677, Oryza sativa family protein	-
Os02g0599151	protein phosphatase 2C17, protein phosphatase 2C 17, protein phosphatase 27	2	23386353	23391753	+	2205	protein_coding	Probable protein phosphatase 2C 17	PP2C
Os07g0555100	-	7	22110826	22113674	+	1538	protein_coding	Conserved hypothetical protein	-
Os05g0349400	-	5	16501902	16502472	+	571	protein_coding	Conserved hypothetical protein	-
Os03g0277700	-	3	9425601	9426838	-	1150	protein_coding	Protein of unknown function DUF26 domain containing protein	-
Os11g0145700	-	11	2077493	2081514	+	1127	protein_coding	Similar to SPRY domain containing protein	SPRY
Os01g0191200	-	1	4872158	4873806	-	1329	protein_coding	Similar to Acid phosphatase	-
Os02g0513100	SWEET15	2	18454408	18457136	-	1562	protein_coding	Similar to MtN3 protein precursor	-
Os05g0121750	-	5	1192862	1193809	+	258	protein_coding	Hypothetical conserved gene	-
Os11g0670800	-	11	27107884	27109125	+	1242	protein_coding	Similar to EAP30 family protein	-
Os12g0567500	-	12	23338183	23344857	-	2925	protein_coding	Protein kinase, catalytic domain domain containing protein	Pkinase_Tyr
Os09g0407800	-	9	14390340	14392934	-	2595	protein_coding	Pentatricopeptide repeat domain containing protein	PPR
Os03g0229000	-	3	6814731	6817574	+	2844	protein_coding	Conserved hypothetical protein	-
Os05g0583950	-	5	29061003	29062235	-	1233	protein_coding	Hypothetical conserved gene	-
Os01g0814300	-	1	34636155	34639624	+	2472	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os05g0104150	POLYGALACTURONASE-INHIBITING PROTEIN 2, Polygalacturonase-inhibiting protein 2, polygalacturonase inhibiting protein 2	5	227008	228036	+	1029	protein_coding	Leucine-rich repeat (LRR) protein, Inhibitor of fungal polygalacturonase, Defence respons	LRRNT_2
Os08g0197900	-	8	5658727	5659464	+	738	protein_coding	Conserved hypothetical protein	F-box
Os02g0251800	VQ motif-containing protein 6	2	8539273	8539623	-	351	protein_coding	VQ domain containing protein	-
Os08g0162250	-	8	3682111	3682488	+	378	protein_coding	Hypothetical conserved gene	-
Os03g0729800	OsSTA113	3	29836227	29838397	+	1801	protein_coding	Hypothetical conserved gene	ACT
Os02g0246900	-	2	8292477	8293241	+	765	protein_coding	Conserved hypothetical protein	-
Os06g0493800	-	6	17139742	17141030	-	887	protein_coding	Conserved hypothetical protein	-
Os06g0102100	P-450 93G2	6	163259	165320	+	1932	protein_coding	Cytochrome P450 93G2 protein (CYP93G2), flavanone 2-hydroxylase (F2H), C-glycosylflavone biosynthesi	p450
Os04g0662400	SMALL AUXIN-UP RNA 23	4	33804424	33805473	-	1050	protein_coding	Auxin responsive SAUR protein family protein	Auxin_inducible
Os01g0823700	-	1	35176451	35180214	-	3473	protein_coding	Protein of unknown function DUF641, plant domain containing protein	-
Os10g0318900	-	10	8570834	8572512	+	1679	protein_coding	Similar to ER6 protein (Fragment)	-
Os04g0496700	-	4	24844235	24845039	+	805	protein_coding	Similar to H0306B06.7 protein	-
Os08g0187500	RICE OUTMOST CELL-SPECIFIC GENE 1	8	5109268	5116778	+	3280	protein_coding	Similar to Roc1	START
Os12g0578600	-	12	23944117	23946753	-	2057	protein_coding	Zinc finger, C2H2-type domain containing protein	-
Os06g0606100	-	6	24069342	24072302	-	2247	protein_coding	Hypothetical conserved gene	-
Os01g0810866	-	1	34458199	34458626	+	264	protein_coding	Hypothetical conserved gene	-
Os06g0152700	-	6	2717876	2721617	-	1936	protein_coding	Protein of unknown function DUF821, CAP10-like family protein	-
Os06g0690900	-	6	28801751	28804726	+	2976	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os05g0455900	-	5	22398040	22403954	+	4242	protein_coding	Pentatricopeptide repeat domain containing protein	-
