gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os02g0149600	-	2	2728878	2734454	+	2489	protein_coding	Zinc finger, C2H2-like domain containing protein	-
Os01g0770800	COPPER TRANSPORTER 2	1	32526290	32526923	+	634	protein_coding	Ctr copper transporter family protein	-
BAC19892	rps1	Mt	321368	321886	-	519	protein_coding	-	-
Os08g0189850	GERMIN-LIKE PROTEIN 8-9	8	5254364	5255230	+	675	protein_coding	Germin-like protein 8-9, Disease resistanc	-
Os12g0154900	GERMIN-LIKE PROTEIN 12-3	12	2696407	2697214	-	690	protein_coding	Germin-like protein 12-3, Disease resistanc	-
Os04g0558700	-	4	27994902	27995820	-	919	protein_coding	Conserved hypothetical protein	-
Os02g0721100	-	2	29919262	29920338	-	964	protein_coding	Similar to E2 ubiquitin-conjugating enzyme UbcH5B (Fragment)	UQ_con
Os03g0682100	MAJOR FACILITATOR SUPERFAMILY 1	3	27143712	27145616	-	1905	protein_coding	Similar to nitrate and chloride transporter	-
Os07g0499800	RING finger protein	7	18800968	18806189	+	2623	protein_coding	Ubiquitin-protein ligase E3 MDM2 domain containing protein	-
Os01g0898500	endosperm-specific gene 20, Patatin-related phospholipase A II alpha, patatin-like protein 2, patatin-like protein	1	39066177	39068629	+	1568	protein_coding	Similar to Patatin (Fragment)	-
Os01g0905500	-	1	39421336	39422280	+	945	protein_coding	Conserved hypothetical protein	-
Os07g0622400	-	7	25742767	25743805	-	1039	protein_coding	Hypothetical protein	UDPGT
Os01g0973500	RECEPTOR-LIKE CYTOPLASMIC KINASE 57	1	42981239	42984988	-	1838	protein_coding	Similar to Protein kinase APK1A, chloroplast precursor (EC 2.7.1.-)	Pkinase_Tyr
Os06g0661200	B-box-containing protein 21	6	27253336	27254108	+	773	protein_coding	Similar to B-box zinc finger family protein	-
Os03g0729000	EGY3	3	29784695	29787012	-	1981	protein_coding	Similar to Peptidase, M50 family	-
Os06g0161400	-	6	3111535	3115146	+	2319	protein_coding	Protein of unknown function DUF1618 domain containing protein	-
Os01g0389200	-	1	16415043	16416009	+	967	protein_coding	Protein of unknown function DUF679 family protein	-
Os06g0230100	CELLULOSE SYNTHASE LIKE A3	6	6757996	6762787	+	1857	protein_coding	Similar to Cellulose synthase-like A1	-
Os01g0910900	-	1	39682842	39683433	-	592	protein_coding	Conserved hypothetical protein	-
Os07g0523965	-	7	20313834	20315784	-	1076	protein_coding	Similar to Glucose-6-phosphate/phosphate-translocator precursor	-
Os11g0145700	-	11	2077493	2081514	+	1127	protein_coding	Similar to SPRY domain containing protein	SPRY
Os01g0673300	Os_F0653	1	27656267	27657910	+	1644	protein_coding	Protein of unknown function DUF295 family protein	DUF295
Os02g0573500	-	2	21995524	22002502	+	1927	protein_coding	Similar to Monosaccharide transporter 1	Sugar_tr
Os11g0605900	-	11	23375538	23378661	-	3124	protein_coding	Conserved hypothetical protein	NB-ARC
Os11g0258400	-	11	8567230	8572839	+	2643	protein_coding	Hypothetical protein	NB-ARC
Os10g0530400	TAU GLUTATHIONE S-TRANSFERASE 23	10	20619376	20620523	-	1030	protein_coding	Similar to Glutathione-S-transferase Cla47	GST_N
Os03g0699800	Thionin 36	3	28054566	28055167	-	602	protein_coding	Conserved hypothetical protein	-
Os02g0753900	-	2	31706165	31707298	+	864	protein_coding	Hypothetical conserved gene	-
Os03g0789000	CALCIUM-DEPENDENT PROTEIN KINASE 11	3	32791645	32798572	-	1770	protein_coding	Similar to Calcium-dependent protein kinase	Pkinase
Os12g0630200	-	12	26960487	26961383	+	897	protein_coding	Thaumatin, pathogenesis-related family protein	Thaumatin
Os05g0464350	-	5	22811497	22811754	+	258	protein_coding	Hypothetical protein	-
Os03g0662000	-	3	25999703	26004567	+	4865	protein_coding	Similar to Dihydrolipoyl dehydrogenase, mitochondrial precursor (EC 1.8.1.4) (Glycine cleavage system L protein) (Dihydrolipoamide dehydrogenase)	-
ENSRNA049469181	MIR169_2	2	18558318	18558492	-	175	pre_miRNA	microRNA MIR169_2	-
Os04g0395800	TIFY GENE 9	4	19492605	19497140	+	919	protein_coding	Tify domain containing protein	Zim
Os04g0541700	HOMEOBOX GENE 22	4	27124166	27125512	+	1230	protein_coding	Similar to Homeobox-leucine zipper protein HOX22	Homeobox
Os01g0511600	-	1	18013678	18017027	-	2715	protein_coding	Similar to lrgB-like family protein	-
Os02g0764400	OsSTA79	2	32197044	32199486	+	1876	protein_coding	Similar to Galactoside 2-alpha-L-fucosyltransferase (EC 2.4.1.69) (Xyloglucan alpha-(1,2)-fucosyltransferase) (PsFT1)	-
Os05g0269200	-	5	10814438	10816932	-	1376	protein_coding	Similar to inner membrane transport protein	C4dic_mal_tran
Os02g0191600	b-ZIP TRANSCRIPTION FACTOR 16	2	5067166	5068036	-	871	protein_coding	Basic-leucine zipper (bZIP) transcription factor domain containing protein	bZIP_1
Os03g0135800	-	3	1990495	1995980	-	3043	protein_coding	Conserved hypothetical protein	-
Os04g0347200	-	4	16519831	16521452	-	1209	protein_coding	Similar to OSIGBa0111I14.7 protein	-
Os01g0848200	guanine nucleotide exchange factor for Rop 5, pyrroline-5-carboxylate synthetase 2, proline carboxylate synthase 2	1	36430978	36440843	+	3441	protein_coding	Similar to Delta 1-pyrroline-5-carboxylate synthetase (P5CS) [Includes: Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK); Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)]	AA_kinase
Os06g0504450	-	6	17885715	17889958	-	2757	protein_coding	Conserved hypothetical protein	-
Os02g0193100	-	2	5183536	5184380	-	845	protein_coding	Conserved hypothetical protein	-
Os08g0512100	-	8	25395116	25397632	+	991	protein_coding	Conserved hypothetical protein	-
Os06g0307900	-	6	11669579	11673430	-	2989	protein_coding	Hypothetical conserved gene	-
Os02g0770500	WRKY GENE 32	2	32488795	32491584	+	2175	protein_coding	Similar to WRKY transcription factor 32	WRKY
Os01g0299300	-	1	10969328	10973346	-	1830	protein_coding	Hypothetical conserved gene	-
Os02g0599100	-	2	23378082	23384449	+	3100	protein_coding	Hypothetical conserved gene	-
Os04g0412000	-	4	20348436	20353555	+	1584	protein_coding	Hypothetical protein	-
Os12g0125300	-	12	1212877	1216296	-	2357	protein_coding	Mitotic checkpoint serine/threonine protein kinase, Bub1 domain containing protein	-
Os11g0209502	-	11	5630932	5634827	-	1113	protein_coding	F-box domain, cyclin-like domain containing protein	-
Os01g0239100	DnaJ domain protein B1	1	7712339	7721253	+	5257	protein_coding	Heat shock protein DnaJ family protein	DnaJ_C
Os04g0613000	ZINC TRANSPORTER 3	4	31078201	31080558	-	1519	protein_coding	Zinc transporter, Preferential distribution of Zn to developing tissue	-
Os02g0111600	WALL-ASSOCIATED KINASE GENE 11	2	627685	630534	-	2394	protein_coding	Serine/threonine protein kinase-related domain containing protein	Pkinase
Os07g0599100	-	7	24456130	24459917	-	2953	protein_coding	Hypothetical conserved gene	NB-ARC
Os07g0208100	-	7	5822759	5824346	+	1381	protein_coding	Similar to Polygalacturonase A	-
Os08g0245200	4-COUMARATE:COENZYME A LIGASE 1	8	8874179	8878862	+	2065	protein_coding	4-coumarate:coenzyme A ligase, Lignin biosynthesi	AMP-binding
Os06g0639800	-	6	26022267	26029240	+	1815	protein_coding	Cytochrome P450 family protein	p450
Os04g0581800	-	4	29408910	29409617	-	566	protein_coding	Heavy metal transport/detoxification protein domain containing protein	HMA
Os12g0610200	PIL11	12	25768808	25773052	+	2080	protein_coding	Basic helix-loop-helix transcription factor, Regulation of grain siz	HLH
Os07g0180800	-	7	4254293	4258677	-	1236	protein_coding	RNA recognition motif domain domain containing protein	RRM_1
Os09g0472100	ABC TRANSPORTER G FAMILY MEMBER 22	9	18034121	18039233	+	2466	protein_coding	Similar to ABC transporter	ABC2_membrane
Os10g0135700	-	10	2211559	2212224	-	666	protein_coding	Hypothetical gene	-
Os11g0260100	-	11	8677314	8678820	+	903	protein_coding	SAM dependent carboxyl methyltransferase family protein	-
Os03g0758300	CYCLIC NUCLEOTIDE GATED CHANNEL 7	3	31344785	31350801	+	2324	protein_coding	Similar to Cyclic nucleotide-gated ion channel 2 (AtCNGC2) (Cyclic nucleotide-and calmodulin-regulated ion channel 2) (DEFENSE NO DEATH 1)	Ion_trans
Os01g0601625	-	1	23631980	23635375	-	3396	protein_coding	Leucine rich repeat, N-terminal domain containing protein	LRRNT_2
Os06g0592500	-	6	23293383	23294073	-	691	protein_coding	Similar to Ethylene-responsive transcriptional coactivator	HTH_3
Os09g0460700	-	9	17424564	17425622	+	1059	protein_coding	Alpha/beta hydrolase fold-3 domain containing protein	Abhydrolase_3
Os04g0634900	-	4	32296094	32296600	-	507	protein_coding	Similar to H0315F07.9 protein	-
Os05g0446900	-	5	21914875	21917380	-	1663	protein_coding	Glycoside hydrolase, carbohydrate-binding domain containing protein	-
Os11g0435400	-	11	14130436	14132249	+	1660	protein_coding	Conserved hypothetical protein	-
Os06g0102100	P-450 93G2	6	163259	165320	+	1932	protein_coding	Cytochrome P450 93G2 protein (CYP93G2), flavanone 2-hydroxylase (F2H), C-glycosylflavone biosynthesi	p450
Os01g0694100	leucine-rich repeat receptor-like kinase	1	28669652	28673566	+	3827	protein_coding	Leucine-rich repeat domain containing protein	Pkinase_Tyr
Os10g0205500	PLEIOTROPIC DRUG RESISTANCE 13	10	7514954	7519284	+	1830	protein_coding	Similar to PDR3 ABC transporter	ABC2_membrane
ENSRNA049470406	U54	8	12908531	12908610	-	80	snoRNA	Small nucleolar RNA U54	-
Os05g0572000	ETHYLENE RESPONSE FACTOR 52	5	28499327	28500571	-	1245	protein_coding	Pathogenesis-related transcriptional factor and ERF domain containing protein	AP2
Os12g0628600	PATHOGENESIS-RELATED GENE 5	12	26913087	26913851	-	765	protein_coding	Similar to Thaumatin-like pathogenesis-related protein 3 precursor	Thaumatin
Os01g0187600	CYTOKININ  OXIDASE/DEHYDROGENASE 1	1	4697238	4699036	-	1799	protein_coding	Similar to Cytokinin dehydrogenase 1	-
Os10g0139500	-	10	2438829	2440205	+	797	protein_coding	Similar to F-box domain containing protein, expressed	-
Os10g0456000	-	10	16663612	16664794	-	1183	protein_coding	Hypothetical protein	-
Os12g0189700	-	12	4522509	4523612	+	1104	protein_coding	Twin arginine translocation signal, Tat domain containing protein	-
Os09g0500100	F-box protein 494	9	19352405	19356062	-	1864	protein_coding	Cyclin-like F-box domain containing protein	-
Os01g0759000	-	1	31925866	31926934	+	989	protein_coding	Conserved hypothetical protein	-
Os12g0125200	-	12	1211834	1212679	+	846	protein_coding	Conserved hypothetical protein	-
Os09g0529400	-	9	20741476	20742876	-	1401	protein_coding	Protein of unknown function DUF295 family protein	DUF295
Os01g0192900	ACC SYNTHASE 5	1	5002454	5004321	-	1643	protein_coding	1-aminocyclopropane-1-carboxylate synthase family protein	Aminotran_1_2
Os03g0348500	-	3	13083595	13086627	+	510	protein_coding	Similar to cDNA clone:J033091L01, full insert sequence	-
Os06g0599200	CYP76M7	6	23632462	23634139	+	1678	protein_coding	Cytochrome P450 family protein	p450
Os11g0256900	-	11	8466832	8469347	+	1367	protein_coding	SAM dependent carboxyl methyltransferase family protein	-
Os11g0417132	-	11	12829916	12832197	-	2148	protein_coding	Conserved hypothetical protein	-
Os01g0810866	-	1	34458199	34458626	+	264	protein_coding	Hypothetical conserved gene	-
Os06g0152700	-	6	2717876	2721617	-	1936	protein_coding	Protein of unknown function DUF821, CAP10-like family protein	-
Os07g0241700	-	7	7905050	7909408	+	1359	protein_coding	Similar to Cytokinin-N-glucosyltransferase 1	UDPGT
Os04g0307500	WALL-ASSOCIATED KINASE GENE 32	4	13863222	13868260	+	3221	protein_coding	Similar to OSIGBa0113B06.2 protein	Pkinase
Os03g0739700	-	3	30349191	30350948	+	1297	protein_coding	Uncharacterised protein family UPF0114 domain containing protein	-
Os03g0288000	METALLOTHIONEIN I-1B	3	9957175	9958291	+	751	protein_coding	Similar to Metallothionein	-
Os02g0463500	SERINE CARBOXYPEPTIDASE 7	2	15549318	15558300	-	1377	protein_coding	Peptidase S10, serine carboxypeptidase domain containing protein	Peptidase_S10
Os10g0515200	-	10	19858762	19860660	+	1899	protein_coding	Cytochrome P450 family protein	p450
Os03g0353000	-	3	13263190	13264444	+	684	protein_coding	Conserved hypothetical protein	-
Os06g0163450	-	6	3204057	3204326	-	270	protein_coding	Similar to predicted protein	-
Os08g0286500	endosperm-specific gene 119	8	11321679	11323563	+	1885	protein_coding	Hypothetical conserved gene	-
Os10g0568000	Os_F0772	10	22520076	22521575	-	1500	protein_coding	Conserved hypothetical protein	-
Os02g0287700	-	2	10853024	10853919	-	726	protein_coding	Hypothetical gene	-
Os11g0659200	-	11	26453228	26453757	+	459	protein_coding	Protein of unknown function DUF581 family protein	-
Os03g0130950	-	3	1774391	1775646	-	503	protein_coding	Hypothetical protein	Pkinase
Os07g0633300	-	7	26271203	26272514	+	1248	protein_coding	Hypothetical conserved gene	-
Os09g0443400	-	9	16499145	16502139	-	1832	protein_coding	Hypothetical conserved gene	-
Os02g0605500	-	2	23726254	23729125	-	1580	protein_coding	Zinc finger, TRAF-type domain containing protein	-
Os06g0476400	-	6	16041392	16041772	+	381	protein_coding	Conserved hypothetical protein	-
