gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os03g0828600	-	3	34805711	34807600	+	1890	protein_coding	Similar to ATCHX19 (CATION/H+ EXCHANGER 19); monovalent cation:proton antiporter/ sodium:hydrogen antiporter	Na_H_Exchanger
Os02g0248440	-	2	8397656	8398297	-	642	protein_coding	Zinc finger, RING-type domain containing protein	-
Os06g0718400	UCLACYANIN-LIKE PROTEIN 18	6	30528045	30529070	+	939	protein_coding	Hypothetical conserved gene	Cu_bind_like
Os05g0591550	-	5	29466185	29466905	+	669	protein_coding	Conserved hypothetical protein	-
Os08g0508800	lipoxygenase Lox2:Os:1, lipoxygenase 9, lipoxygenase 8, herbivore-induced type 2 13-lipoxygenase, RLL2 lipoxygenase	8	25216460	25224078	-	3152	protein_coding	Lipoxygenase, chloroplast precursor (EC 1.13.11.12)	Lipoxygenase
Os11g0663100	-	11	26682547	26684867	-	1578	protein_coding	Hypothetical conserved gene	-
Os05g0428400	-	5	21006679	21009677	-	1132	protein_coding	Rossmann-like alpha/beta/alpha sandwich fold domain containing protein	Usp
Os09g0445700	-	9	16622012	16623568	+	1557	protein_coding	ATPase, AAA+ type, core domain containing protein	AAA
Os02g0464550	-	2	15603245	15606096	-	714	protein_coding	Hypothetical protein	-
Os11g0593900	-	11	22618819	22624351	-	2212	protein_coding	Hypothetical conserved gene	-
Os02g0630650	-	2	25211740	25213934	-	2195	protein_coding	Conserved hypothetical protein	-
Os12g0556300	-	12	22635834	22640197	+	2153	protein_coding	Calmodulin binding protein-like family protein	-
Os09g0483300	-	9	18667422	18668125	+	704	protein_coding	EF hand domain containing protein	-
Os01g0721200	-	1	30068602	30070131	+	1530	protein_coding	Similar to cDNA clone:J013002N02, full insert sequence	NB-ARC
Os02g0729350	-	2	30357071	30359162	-	1386	protein_coding	Hypothetical conserved gene	-
Os06g0272700	trichome birefringence-like 64	6	9196450	9197709	-	1260	protein_coding	Protein of unknown function DUF231, plant domain containing protein	-
Os04g0351800	-	4	16795191	16795442	-	252	protein_coding	Conserved hypothetical protein	-
Os09g0441900	DENSE AND ERECT PANICLE 1	9	16411151	16415851	+	3069	protein_coding	Unknown phosphatidylethanolamine-binding protein (PEBP) like domain protein, 426-amino-acid protein, homologous to the keratin-associated protein (KAP) 5-4 family, Panicle architecture, Panicle erectnes	-
Os03g0636800	NIMA-related kinase 1	3	24351648	24357284	-	2625	protein_coding	LSTK-1-like kinase	Pkinase
Os06g0203000	-	6	5196835	5197767	+	933	protein_coding	Hypothetical protein	Pkinase
Os03g0399400	F-box protein 150	3	16171366	16172869	-	1504	protein_coding	Cyclin-like F-box domain containing protein	F-box
Os08g0383800	-	8	18093397	18095760	-	977	protein_coding	Taurine catabolism dioxygenase TauD/TfdA domain containing protein	-
Os01g0153800	-	1	2896841	2897944	+	1104	protein_coding	Similar to gibberellin receptor GID1L2	Abhydrolase_3
Os04g0434400	endosperm-specific gene 66	4	21595744	21597780	+	1356	protein_coding	Similar to H0823A09.7 protein	-
ENSRNA049471650	snoR41	1	41010743	41010838	-	96	snoRNA	Small nucleolar RNA R41	-
Os01g0348000	-	1	13859456	13859751	+	296	protein_coding	Similar to Papain-like cysteine proteinase (Fragment)	-
Os02g0583700	-	2	22509550	22510620	-	630	protein_coding	Conserved hypothetical protein	-
Os01g0210550	-	1	6008725	6009183	+	459	protein_coding	Hypothetical gene	-
Os07g0251900	-	7	8465826	8472252	+	4141	protein_coding	Leucine-rich repeat, N-terminal domain containing protein	LRRNT_2
Os03g0561400	-	3	20124488	20127262	-	2775	protein_coding	Conserved hypothetical protein	-
Os09g0457532	-	9	17296167	17297881	-	1540	protein_coding	Hypothetical protein	-
Os05g0247800	xylanase inhibitor protein	5	8959416	8960566	+	1151	protein_coding	Glycoside hydrolase, family 18 protein	-
Os03g0783100	-	3	32456138	32457740	+	1603	protein_coding	Conserved hypothetical protein	-
Os04g0352066	-	4	16801977	16802287	+	311	protein_coding	Conserved hypothetical protein	-
Os03g0700100	Thionin 38	3	28063603	28064495	-	893	protein_coding	Somatomedin B domain containing protein	-
Os01g0572200	-	1	21992872	21994492	-	1621	protein_coding	Hypothetical protein	-
Os01g0183950	-	1	4440933	4441314	-	382	protein_coding	Hypothetical protein	-
Os04g0404000	-	4	20047576	20048091	+	516	protein_coding	Hypothetical gene	-
Os03g0269300	-	3	8964025	8966806	-	2693	protein_coding	Protein kinase-like domain containing protein	Pkinase
Os06g0272800	trichome birefringence-like 61, trichome birefringence-like 65	6	9202965	9208661	-	1404	protein_coding	Domain of unknown function DUF231, plant domain containing protein	-
Os07g0532800	-	7	20884650	20885960	+	1311	protein_coding	Peptidase A1 domain containing protein	-
Os05g0569500	-	5	28346743	28347863	+	1121	protein_coding	Similar to Embryo-specific protein	-
Os05g0415400	NAC DOMAIN-CONTAINING PROTEIN 24	5	20308486	20310242	-	1336	protein_coding	Similar to OsNAC6 protein	NAM
Os10g0128502	-	10	1769240	1769889	+	650	protein_coding	Hypothetical conserved gene	-
Os07g0654500	-	7	27488414	27491916	-	1739	protein_coding	Hypothetical protein	-
ENSRNA049473016	snoR77Y	3	31188585	31188666	-	82	snoRNA	Small nucleolar RNA snoR77Y	-
Os02g0113200	P-450 51H5	2	712586	715144	+	1475	protein_coding	Similar to Cytochrome P450-like protein	p450
Os10g0176550	-	10	5287364	5287771	+	408	protein_coding	Hypothetical genes	-
Os07g0127600	PATHOGENESIS-RELATED GENE 1-73	7	1437292	1438147	+	856	protein_coding	Allergen V5/Tpx-1 related family protein	SCP
Os01g0212900	-	1	6182929	6183873	+	945	protein_coding	Hypothetical conserved gene	-
Os01g0576050	-	1	22233975	22234779	-	718	protein_coding	Hypothetical conserved gene	-
Os03g0130100	-	3	1706053	1708135	+	1949	protein_coding	Similar to Acyl-activating enzyme 11	AMP-binding
Os03g0240600	U-box containing E3 ligase induced by phosphate starvation	3	7440402	7442007	-	1606	protein_coding	U-box containing E3 ligase, Response to phosphate starvatio	U-box
Os12g0579450	-	12	23983517	23992683	-	943	protein_coding	Hypothetical gene	-
Os06g0219900	-	6	6177896	6179163	-	1268	protein_coding	Similar to Phi-1 protein	-
Os09g0526500	-	9	20587554	20588586	-	1033	protein_coding	C2 calcium/lipid-binding region, CaLB domain containing protein	-
Os10g0111400	WALL-ASSOCIATED KINASE GENE 95	10	794387	799383	-	2229	protein_coding	Similar to Protein kinase domain containing protein, expressed	Pkinase
ENSRNA049447492	tRNA-Ala	10	21251467	21251539	+	73	tRNA	tRNA-Ala for anticodon AGC	-
Os03g0643700	TAU GLUTATHIONE S-TRANSFERASE 44	3	24825376	24826577	-	1202	protein_coding	Similar to GST6 protein (EC 2.5.1.18)	GST_N
Os01g0711800	nucleosome assembly protein 1-like protein 3, Nucleosome assembly protein 1;3	1	29580715	29583046	-	894	protein_coding	Nucleosome assembly protein (NAP) family protein	-
ENSRNA049444267	tRNA-Lys	12	23823646	23823718	-	73	tRNA	tRNA-Lys for anticodon CUU	-
Os03g0414100	-	3	17143001	17144403	-	1403	protein_coding	Conserved hypothetical protein	-
Os03g0326200	-	3	11893128	11898228	-	4080	protein_coding	Similar to aminophospholipid ATPase	E1-E2_ATPase
Os01g0740400	-	1	30919728	30921193	+	1466	protein_coding	Protein of unknown function DUF1005 family protein	-
Os03g0581400	GDSL ESTERASE/LIPASE PROTEIN 52	3	21353518	21356813	+	1152	protein_coding	Similar to anther-specific proline-rich protein APG	-
Os08g0189500	GERMIN-LIKE PROTEIN 8-6	8	5238999	5240148	+	973	protein_coding	Germin-like protein 8-6, Disease resistanc	-
Os01g0357100	PROMOTOR OF SHOOT REGENERATION 1	1	14446913	14453454	+	2595	protein_coding	Ferredoxin-nitrite reductase, Nitrate reduction (assimilation), Determination of regeneration abilit	-
Os06g0704450	-	6	29754512	29755651	-	1053	protein_coding	Hypothetical protein	-
Os05g0582500	SERINE CARBOXYPEPTIDASE 29	5	28995973	28997546	+	1574	protein_coding	Peptidase S10, serine carboxypeptidase domain containing protein	Peptidase_S10
Os10g0572950	-	10	22744922	22745186	+	265	protein_coding	Hypothetical protein	-
Os11g0144900	-	11	2056281	2059194	+	2914	protein_coding	Conserved hypothetical protein	-
Os12g0128000	F-box protein 638	12	1342002	1344257	+	1717	protein_coding	Cyclin-like F-box domain containing protein	-
Os05g0277000	EXPA33	5	11418476	11419481	-	747	protein_coding	Similar to Expansin Os-EXPA3	-
Os01g0584900	WRKY GENE 77	1	22731943	22733237	+	1091	protein_coding	WRKY transcription factor 28-like (WRKY5) (WRKY transcription factor 77)	WRKY
Os10g0159033	-	10	3741004	3743910	-	841	protein_coding	Conserved hypothetical protein	-
Os01g0773500	-	1	32696682	32698285	-	838	protein_coding	Conserved hypothetical protein	-
Os05g0476400	-	5	23434146	23436478	-	1421	protein_coding	Similar to allergen-related	-
Os01g0609200	PLEIOTROPIC DRUG RESISTANCE 11	1	24065207	24073621	-	4395	protein_coding	Similar to Pleiotropic drug resistance protein 3	ABC2_membrane
Os05g0576700	-	5	28716494	28717779	-	1286	protein_coding	Oleosin family protein	-
Os09g0400900	-	9	14022579	14025907	+	827	protein_coding	Conserved hypothetical protein	-
Os09g0445600	-	9	16618039	16618783	+	745	protein_coding	Similar to oxidoreductase/ transition metal ion binding protein	-
Os05g0531200	-	5	26371480	26372835	+	1054	protein_coding	Pollen Ole e 1 allergen and extensin domain containing protein	-
Os02g0833900	class III peroxidase 32	2	35875161	35876977	+	1383	protein_coding	Similar to Peroxidase 64 precursor (EC 1.11.1.7) (Atperox P64) (PRXR4) (ATP17a)	-
Os04g0647425	-	4	32940770	32941886	-	1117	protein_coding	Protein of unknown function DUF247, plant domain containing protein	-
Os07g0104500	class III peroxidase 95	7	259712	262742	+	1461	protein_coding	Haem peroxidase, plant/fungal/bacterial family protein	-
Os12g0512100	-	12	19788367	19791483	-	1945	protein_coding	Sugar/inositol transporter domain containing protein	Sugar_tr
Os08g0555300	-	8	27794265	27797275	+	2471	protein_coding	Nonaspanin (TM9SF) domain containing protein	-
Os06g0208100	RICE OUTMOST CELL-SPECIFIC GENE 8	6	5501594	5502369	-	387	protein_coding	Similar to Homeodomain protein HOX3	Homeobox
Os07g0671200	-	7	28373368	28375043	-	1676	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os02g0234400	-	2	7618027	7619445	-	1419	protein_coding	Hypothetical protein	B_lectin
Os06g0493801	-	6	17142218	17144233	-	2016	protein_coding	Hypothetical conserved gene	-
Os03g0366100	CLV3/ESR-related 303, CLAVATA3/ENDOSPERM SURROUNDING REGION (ESR)-related (CLE) protein 303	3	14302323	14302989	-	667	protein_coding	Similar to OSIGBa0132E09-OSIGBa0108L24.9 protein	-
Os01g0805500	-	1	34146163	34149144	+	1515	protein_coding	Similar to indole-3-acetate beta-glucosyltransferase	UDPGT
Os11g0140300	-	11	1858958	1859791	-	834	protein_coding	Hypothetical protein	-
Os03g0674900	-	3	26691176	26691905	+	730	protein_coding	Hypothetical conserved gene	-
Os01g0298301	-	1	10932480	10933544	-	964	protein_coding	Hypothetical conserved gene	-
Os11g0244600	-	11	7771154	7772455	-	1302	protein_coding	Epsin-like, N-terminal domain containing protein	-
Os12g0178800	-	12	3999978	4000795	-	818	protein_coding	Hypothetical protein	-
