gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os12g0204600	-	12	5469046	5471369	-	2324	protein_coding	NB-ARC domain containing protein	NB-ARC
Os03g0100040	-	3	19107	20472	+	1366	protein_coding	Similar to Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthetase 1)	-
Os02g0230300	-	2	7323916	7324292	-	377	protein_coding	En/Spm-like transposon protein (Protodermal factor 1)	-
Os09g0527500	-	9	20629717	20633528	+	1197	protein_coding	Similar to MEG5	RRM_1
Os01g0236400	-	1	7557338	7560496	+	1442	protein_coding	Similar to protein ABIL1	-
Os09g0345300	-	9	10785144	10793869	+	3369	protein_coding	Similar to Receptor-like serine/threonine kinase	-
Os04g0465600	-	4	23278475	23279374	+	757	protein_coding	Bet v I allergen family protein	-
Os04g0459000	MULTIDRUG RESISTANCE 13	4	22914766	22921280	-	4184	protein_coding	Multidrug-resistance(MDR)-like ATP Binding Cassette B (ABCB) transporter, P-glyco-protein, Auxin transport, Iron homeostasi	ABC_membrane
Os09g0337500	-	9	10260259	10266738	-	2795	protein_coding	Conserved hypothetical protein	-
ENSRNA049473596	SNORD25	4	25386883	25386970	+	88	snoRNA	Small nucleolar RNA SNORD25	-
Os08g0483900	basic helix-loop-helix protein 047	8	23894602	23896537	-	1413	protein_coding	Helix-loop-helix DNA-binding domain containing protein	HLH
Os06g0531900	GDSL ESTERASE/LIPASE PROTEIN 85	6	19866072	19870004	-	1576	protein_coding	Lipase, GDSL domain containing protein	Lipase_GDSL
Os11g0679900	-	11	27492119	27495458	-	1906	protein_coding	Conserved hypothetical protein	-
Os08g0474000	ETHYLENE RESPONSE FACTOR 104	8	23353856	23354936	+	834	protein_coding	Similar to AP2 domain containing protein RAP2.6 (Fragment)	AP2
Os03g0161100	-	3	3260107	3270386	+	7851	protein_coding	Similar to Viral A-type inclusion protein repeat containing protein, expressed	-
Os03g0260432	CLV3/ESR-related 302, CLAVATA3/ENDOSPERM SURROUNDING REGION (ESR)-related (CLE) protein 302	3	8445623	8446519	-	897	protein_coding	Similar to CLE family OsCLE302 protein	-
Os01g0685300	-	1	28246607	28248021	+	1415	protein_coding	Conserved hypothetical protein	-
